,split_0,split_1,split_2,averb,averb_s,averb_o,averb_relation,root,root_full,root_s,root_o,fverb,fword,apos,apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices
32,,BERT 's,"attention heads exhibit patterns such as attending to delimiter tokens , specific positional offsets , or broadly attending over the whole sentence , with heads in the same layer often exhibiting similar behaviors .",,,,,BERT,BERT,[],"[""'s"", 'attention', 'heads exhibit patterns such as attending to delimiter tokens , specific positional offsets , or broadly attending over the whole sentence , with heads in the same layer often exhibiting similar behaviors .']",exhibit,attention,['PROPN'],['BERT'],https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Abstract,3,"BERT's attention heads exhibit patterns such as attending to delimiter tokens, specific positional offsets, or broadly attending over the whole sentence, with heads in the same layer often exhibiting similar behaviors.","['BERT', ""'s"", 'attention', 'heads', 'exhibit', 'patterns', 'such', 'as', 'attending', 'to', 'delimiter', 'tokens', ',', 'specific', 'positional', 'offsets', ',', 'or', 'broadly', 'attending', 'over', 'the', 'whole', 'sentence', ',', 'with', 'heads', 'in', 'the', 'same', 'layer', 'often', 'exhibiting', 'similar', 'behaviors', '.']","(0, 2)","(0, 7)"
33,We further show that certain attention heads correspond well to linguistic notions of syntax and coreference.,,,,,,,show,show,"['We', 'further']",[],,,,,https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Abstract,4,We further show that certain attention heads correspond well to linguistic notions of syntax and coreference.,"['We', 'further', 'show', 'that', 'certain', 'attention', 'heads', 'correspond', 'well', 'to', 'linguistic', 'notions', 'of', 'syntax', 'and', 'coreference.']",,
34,"For example, we find heads that attend to the direct objects of verbs, determiners of nouns, objects of prepositions, and coreferent mentions with remarkably high accuracy.",,,,,,,find,find,"['example ,', 'we', 'For']","['heads', 'that attend to the direct objects of verbs , determiners of nouns , objects of prepositions , and coreferent mentions with remarkably high accuracy .']",,,,,https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Abstract,5,"For example, we find heads that attend to the direct objects of verbs, determiners of nouns, objects of prepositions, and coreferent mentions with remarkably high accuracy.","['For', 'example,', 'we', 'find', 'heads', 'that', 'attend', 'to', 'the', 'direct', 'objects', 'of', 'verbs,', 'determiners', 'of', 'nouns,', 'objects', 'of', 'prepositions,', 'and', 'coreferent', 'mentions', 'with', 'remarkably', 'high', 'accuracy.']",,
35,"Lastly , we propose an attention - based probing classifier and use it to further demonstrate that substantial syntactic information is captured in",BERT 's,attention .,is captured,['substantial syntactic information'],[],-1.0,Lastly,Lastly,[],"[""we propose an attention - based probing classifier and use it to further demonstrate that substantial syntactic information is captured in BERT 's attention .""]",,attention,"['PROPN', 'ADP', 'VERB']","['BERT', 'in', 'captured']",https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Abstract,6,"Lastly, we propose an attention-based probing classifier and use it to further demonstrate that substantial syntactic information is captured in BERT's attention.","['Lastly', ',', 'we', 'propose', 'an', 'attention', '-', 'based', 'probing', 'classifier', 'and', 'use', 'it', 'to', 'further', 'demonstrate', 'that', 'substantial', 'syntactic', 'information', 'is', 'captured', 'in', 'BERT', ""'s"", 'attention', '.']","(23, 25)","(147, 154)"
36,What Does,BERT,Look At ?,,,,,BERT,BERT,['What'],"['Look', 'At']",,Look,['PROPN'],['BERT'],https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Title,0,What Does BERT Look At?,"['What', 'Does', 'BERT', 'Look', 'At', '?']","(2, 3)","(9, 13)"
37,An Analysis of,BERT 's,Attention .,,,,,Analysis,Analysis,['An'],[],,Attention,"['PROPN', 'ADP', 'PROPN']","['BERT', 'of', 'Analysis']",https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Title,1,An Analysis of BERT's Attention.,"['An', 'Analysis', 'of', 'BERT', ""'s"", 'Attention', '.']","(3, 5)","(14, 21)"
38,"Recently, neural models pretrained on a language modeling task, such as ELMo (Peters et al., 2017), OpenAI GPT (Radford et al., 2018), and",BERT,"(Devlin et al., 2018), have achieved impressive results on various natural language processing tasks such as question-answering and natural language inference.",,,,,Recently,Recently,[],"[',', 'neural models pretrained on a language modeling task , such as ELMo ( Peters et al . , 2017 ) , OpenAI GPT ( Radford et al . , 2018 ) , and BERT ( Devlin et al . , 2018 ) ,', 'have achieved impressive results on various natural language processing tasks such as question - answering and natural language inference .']",have,Devlin,"['PROPN', 'PROPN', 'PROPN']","['BERT', 'et', 'al']",https://www.semanticscholar.org/paper/Passage-Re-ranking-with-BERT-Nogueira-Cho/85e07116316e686bf787114ba10ca60f4ea7c5b2,5,Abstract,0,"Recently, neural models pretrained on a language modeling task, such as ELMo (Peters et al., 2017), OpenAI GPT (Radford et al., 2018), and BERT (Devlin et al., 2018), have achieved impressive results on various natural language processing tasks such as question-answering and natural language inference.","['Recently,', 'neural', 'models', 'pretrained', 'on', 'a', 'language', 'modeling', 'task,', 'such', 'as', 'ELMo', '(Peters', 'et', 'al.,', '2017),', 'OpenAI', 'GPT', '(Radford', 'et', 'al.,', '2018),', 'and', 'BERT', '(Devlin', 'et', 'al.,', '2018),', 'have', 'achieved', 'impressive', 'results', 'on', 'various', 'natural', 'language', 'processing', 'tasks', 'such', 'as', 'question-answering', 'and', 'natural', 'language', 'inference.']","(23, 24)","(138, 142)"
39,"In this paper , we describe",a simple re - implementation of BERT for query - based passage re - ranking,.,describe,"[',', 'we']",['a simple re - implementation of BERT for query - based passage re - ranking'],-1.0,describe,describe,"[',', 'we']",['a simple re - implementation of BERT for query - based passage re - ranking'],,,"['NOUN', 'VERB']","['implementation', 'describe']",https://www.semanticscholar.org/paper/Passage-Re-ranking-with-BERT-Nogueira-Cho/85e07116316e686bf787114ba10ca60f4ea7c5b2,5,Abstract,1,"In this paper, we describe a simple re-implementation of BERT for query-based passage re-ranking.","['In', 'this', 'paper', ',', 'we', 'describe', 'a', 'simple', 're', '-', 'implementation', 'of', 'BERT', 'for', 'query', '-', 'based', 'passage', 're', '-', 'ranking', '.']","(6, 21)","(27, 102)"
40,,Our system,"is the state of the art on the TREC - CAR dataset and the top entry in the leaderboard of the MS MARCO passage retrieval task , outperforming the previous state of the art by 27 % ( relative ) in MRR@10 .",is,['Our system'],[],1.0,task,task,"['Our system is the state of the art on the TREC - CAR dataset and the top entry in the leaderboard of', 'the MS MARCO passage retrieval']","[',', 'outperforming the previous state of the art by 27 % ( relative ) in MRR@10 .']",is,is,"['NOUN', 'AUX', 'NOUN']","['system', 'is', 'state']",https://www.semanticscholar.org/paper/Passage-Re-ranking-with-BERT-Nogueira-Cho/85e07116316e686bf787114ba10ca60f4ea7c5b2,5,Abstract,2,"Our system is the state of the art on the TREC-CAR dataset and the top entry in the leaderboard of the MS MARCO passage retrieval task, outperforming the previous state of the art by 27% (relative) in MRR@10.","['Our', 'system', 'is', 'the', 'state', 'of', 'the', 'art', 'on', 'the', 'TREC', '-', 'CAR', 'dataset', 'and', 'the', 'top', 'entry', 'in', 'the', 'leaderboard', 'of', 'the', 'MS', 'MARCO', 'passage', 'retrieval', 'task', ',', 'outperforming', 'the', 'previous', 'state', 'of', 'the', 'art', 'by', '27', '%', '(', 'relative', ')', 'in', 'MRR@10', '.']","(0, 2)","(0, 10)"
41,The code to reproduce our results is available at this https URL,,,,,,,available,is available,['The code to reproduce our results'],[],,,,,https://www.semanticscholar.org/paper/Passage-Re-ranking-with-BERT-Nogueira-Cho/85e07116316e686bf787114ba10ca60f4ea7c5b2,5,Abstract,3,The code to reproduce our results is available at this https URL,"['The', 'code', 'to', 'reproduce', 'our', 'results', 'is', 'available', 'at', 'this', 'https', 'URL']",,
42,Passage Re-ranking with,BERT,.,,,,,Re,Re,['Passage'],['- ranking with BERT'],,,"['PROPN', 'ADP', 'NOUN']","['BERT', 'with', 'ranking']",https://www.semanticscholar.org/paper/Passage-Re-ranking-with-BERT-Nogueira-Cho/85e07116316e686bf787114ba10ca60f4ea7c5b2,5,Title,0,Passage Re-ranking with BERT.,"['Passage', 'Re-ranking', 'with', 'BERT', '.']","(3, 4)","(23, 27)"
43,I assess the extent to which,the recently introduced BERT model,"captures English syntactic phenomena , using ( 1 ) naturally - occurring subject - verb agreement stimuli ; ( 2 ) "" coloreless green ideas "" subject - verb agreement stimuli , in which content words in natural sentences are randomly replaced with words sharing the same part - of - speech and inflection ; and ( 3 ) manually crafted stimuli for subject - verb agreement and reflexive anaphora phenomena .",assess,['I'],"['the extent the recently introduced BERT model captures English syntactic , using ( 1 ) naturally - occurring subject - verb agreement stimuli ( 2 ) "" coloreless green ideas ""', 'subject - verb agreement stimuli , in which content words in natural sentences are randomly replaced with words sharing the same part - of - speech and inflection ; and']",-1.0,),),"['(', '3']","['I assess the extent to which the recently introduced BERT model captures English syntactic phenomena , using ( 1 ) naturally - occurring subject - verb agreement stimuli ; ( 2 ) "" coloreless green ideas "" subject - verb agreement stimuli , in which content words in natural sentences are randomly replaced with words sharing the same part - of - speech and inflection ; and crafted stimuli for subject - verb agreement and reflexive anaphora phenomena .']",using,captures,"['NOUN', 'ADJ', 'NOUN']","['model', 'syntactic', 'extent']",https://www.semanticscholar.org/paper/Assessing-BERT's-Syntactic-Abilities-Goldberg/efeab0dcdb4c1cce5e537e57745d84774be99b9a,6,Abstract,0,"I assess the extent to which the recently introduced BERT model captures English syntactic phenomena, using (1) naturally-occurring subject-verb agreement stimuli; (2) ""coloreless green ideas"" subject-verb agreement stimuli, in which content words in natural sentences are randomly replaced with words sharing the same part-of-speech and inflection; and (3) manually crafted stimuli for subject-verb agreement and reflexive anaphora phenomena.","['I', 'assess', 'the', 'extent', 'to', 'which', 'the', 'recently', 'introduced', 'BERT', 'model', 'captures', 'English', 'syntactic', 'phenomena', ',', 'using', '(', '1', ')', 'naturally', '-', 'occurring', 'subject', '-', 'verb', 'agreement', 'stimuli', ';', '(', '2', ')', '""', 'coloreless', 'green', 'ideas', '""', 'subject', '-', 'verb', 'agreement', 'stimuli', ',', 'in', 'which', 'content', 'words', 'in', 'natural', 'sentences', 'are', 'randomly', 'replaced', 'with', 'words', 'sharing', 'the', 'same', 'part', '-', 'of', '-', 'speech', 'and', 'inflection', ';', 'and', '(', '3', ')', 'manually', 'crafted', 'stimuli', 'for', 'subject', '-', 'verb', 'agreement', 'and', 'reflexive', 'anaphora', 'phenomena', '.']","(6, 11)","(28, 62)"
44,,The BERT model,performs remarkably well on all cases .,performs,['The BERT model'],"['well on all cases', '.']",1.0,performs,performs,['The BERT model'],"['well on all cases', '.']",,performs,"['NOUN', 'VERB']","['model', 'performs']",https://www.semanticscholar.org/paper/Assessing-BERT's-Syntactic-Abilities-Goldberg/efeab0dcdb4c1cce5e537e57745d84774be99b9a,6,Abstract,1,The BERT model performs remarkably well on all cases.,"['The', 'BERT', 'model', 'performs', 'remarkably', 'well', 'on', 'all', 'cases', '.']","(0, 3)","(0, 14)"
45,Assessing,BERT,'s Syntactic Abilities.,,,,,BERT,BERT,['Assessing'],['Syntactic Abilities'],,Syntactic,['PROPN'],['BERT'],https://www.semanticscholar.org/paper/Assessing-BERT's-Syntactic-Abilities-Goldberg/efeab0dcdb4c1cce5e537e57745d84774be99b9a,6,Title,0,Assessing BERT's Syntactic Abilities.,"['Assessing', 'BERT', ""'s"", 'Syntactic', 'Abilities.']","(1, 2)","(9, 13)"
46,"Pretrained contextual representation models (Peters et al., 2018; Devlin et al., 2018) have pushed forward the state-of-the-art on many NLP tasks.",,,,,,,models,models,['Pretrained contextual'],"['( Peters et al . , 2018 ;', 'Devlin et al .', ', 2018 ) have pushed forward the state - of - the - art on many NLP tasks .']",,,,,https://www.semanticscholar.org/paper/Beto%2C-Bentz%2C-Becas%3A-The-Surprising-Cross-Lingual-of-Wu-Dredze/2fa3f7ce620a1c7155daef6620dd6bb0e01934f3,7,Abstract,0,"Pretrained contextual representation models (Peters et al., 2018; Devlin et al., 2018) have pushed forward the state-of-the-art on many NLP tasks.","['Pretrained', 'contextual', 'representation', 'models', '(Peters', 'et', 'al.,', '2018;', 'Devlin', 'et', 'al.,', '2018)', 'have', 'pushed', 'forward', 'the', 'state-of-the-art', 'on', 'many', 'NLP', 'tasks.']",,
