,split_0,split_1,split_2,c_senttype,c_sentparts,c_subj_full,c_subj_split,c_subj_span0,c_subj_span1,c_subj_cspan0,c_subj_cspan1,c_subj_allspans,c_verb_full,c_verb_split,c_verb_span0,c_verb_span1,c_verb_cspan0,c_verb_cspan1,c_verb_allspans,c_subj_list,c_verb_list,d_averb,d_averb_s,d_averb_o,d_averb_relation,d_averb_split,d_averb_span0,d_averb_span1,d_averb_cspan0,d_averb_cspan1,d_root,d_root_full,d_root_s,d_root_o,d_root_split,d_root_span0,d_root_span1,d_root_cspan0,d_root_cspan1,fverb,fword,d_apos,d_apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index
26,"In this work, we suggest a new approach for tackling multi-span questions, based on sequence tagging, which differs from previous approaches for answering span questions.",,,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,15.0,17.0,15.0,17.0,"[(15, 17)]",suggest,0.0,18.0,25.0,18.0,25.0,"[(18, 25)]",['we'],['suggest'],,,,,,,,,,suggest,suggest,"['we', 'a new approach for tackling multi - span questions , based on sequence tagging ,']",['which differs from previous approaches for answering span questions .'],0,18,26,18,26,,,,,https://www.semanticscholar.org/paper/Tag-based-Multi-Span-Extraction-in-Reading-Efrat-Segal/8dc72cda1b37e4baa319ff4a9cfc8ad11214eb77,3,Abstract,3,"In this work, we suggest a new approach for tackling multi-span questions, based on sequence tagging, which differs from previous approaches for answering span questions.","['In', 'this', 'work,', 'we', 'suggest', 'a', 'new', 'approach', 'for', 'tackling', 'multi-span', 'questions,', 'based', 'on', 'sequence', 'tagging,', 'which', 'differs', 'from', 'previous', 'approaches', 'for', 'answering', 'span', 'questions.']",,,
27,"We show that our approach leads to an absolute improvement of 29.7 EM and 15.1 F1 compared to existing state-of-the-art results, while not hurting performance on other question types.",,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",show,0.0,3.0,7.0,3.0,7.0,"[(3, 7)]",['We'],['show'],,,,,,,,,,show,show,['We'],[],0,3,8,3,8,,,,,https://www.semanticscholar.org/paper/Tag-based-Multi-Span-Extraction-in-Reading-Efrat-Segal/8dc72cda1b37e4baa319ff4a9cfc8ad11214eb77,3,Abstract,4,"We show that our approach leads to an absolute improvement of 29.7 EM and 15.1 F1 compared to existing state-of-the-art results, while not hurting performance on other question types.","['We', 'show', 'that', 'our', 'approach', 'leads', 'to', 'an', 'absolute', 'improvement', 'of', '29.7', 'EM', 'and', '15.1', 'F1', 'compared', 'to', 'existing', 'state-of-the-art', 'results,', 'while', 'not', 'hurting', 'performance', 'on', 'other', 'question', 'types.']",,,
28,"Furthermore , we show that our model slightly eclipses the current state - of - the - art results on",the entire DROP dataset,.,S,"['ADVP', ',', 'NP', 'VP', '.']",we,0.0,14.0,16.0,14.0,16.0,"[(14, 16)]",show,0.0,17.0,21.0,17.0,21.0,"[(17, 21)]",['we'],['show'],eclipses,"['our model', 'slightly']","['the current state', '-', 'results on the entire DROP dataset']",-1.0,0.0,46.0,55.0,46.0,55.0,show,show,"[',', 'we']",[],0,17,22,17,22,,,"['NOUN', 'ADP', 'NOUN']","['dataset', 'on', 'results']",https://www.semanticscholar.org/paper/Tag-based-Multi-Span-Extraction-in-Reading-Efrat-Segal/8dc72cda1b37e4baa319ff4a9cfc8ad11214eb77,3,Abstract,5,"Furthermore, we show that our model slightly eclipses the current state-of-the-art results on the entire DROP dataset.","['Furthermore', ',', 'we', 'show', 'that', 'our', 'model', 'slightly', 'eclipses', 'the', 'current', 'state', '-', 'of', '-', 'the', '-', 'art', 'results', 'on', 'the', 'entire', 'DROP', 'dataset', '.']","(20, 24)","(100, 123)",11.0
29,Tag-based Multi-Span Extraction in Reading Comprehension.,,,NP,"['NP', 'HYPH', 'VBN', 'NNP', 'HYPH', 'NP', 'PP', '.']",Tag Multi Span Extraction,0.0,0.0,35.0,0.0,35.0,"[(0, 3), (12, 17), (20, 24), (25, 35)]",based,0.0,6.0,11.0,6.0,11.0,"[(6, 11)]","['Tag', 'Multi', 'Span', 'Extraction']",['based'],,,,,,,,,,based,based,"['Tag', '-']","['Multi -', 'Span Extraction in Reading Comprehension .']",0,6,12,6,12,,,,,https://www.semanticscholar.org/paper/Tag-based-Multi-Span-Extraction-in-Reading-Efrat-Segal/8dc72cda1b37e4baa319ff4a9cfc8ad11214eb77,3,Title,0,Tag-based Multi-Span Extraction in Reading Comprehension.,"['Tag-based', 'Multi-Span', 'Extraction', 'in', 'Reading', 'Comprehension.']",,,
30,Machine comprehension of texts longer than a single sentence often requires coreference resolution.,,,S,"['NP', 'ADVP', 'VP', '.']",Machine comprehension,0.0,0.0,21.0,0.0,21.0,"[(0, 7), (8, 21)]",requires,0.0,67.0,75.0,67.0,75.0,"[(67, 75)]","['Machine', 'comprehension']",['requires'],,,,,,,,,,requires,requires,"['Machine comprehension of texts longer than a single sentence', 'often']","['coreference resolution', '.']",0,67,76,67,76,,,,,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Abstract,0,Machine comprehension of texts longer than a single sentence often requires coreference resolution.,"['Machine', 'comprehension', 'of', 'texts', 'longer', 'than', 'a', 'single', 'sentence', 'often', 'requires', 'coreference', 'resolution.']",,,
31,"However, most current reading comprehension benchmarks do not contain complex coreferential phenomena and hence fail to evaluate the ability of models to resolve coreference.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",most current reading comprehension benchmarks,0.0,10.0,55.0,10.0,55.0,"[(10, 14), (15, 22), (23, 30), (31, 44), (45, 55)]",do contain and fail,0.0,56.0,117.0,56.0,117.0,"[(56, 58), (63, 70), (103, 106), (113, 117)]","['most', 'current', 'reading', 'comprehension', 'benchmarks']","['do', 'contain', 'fail', 'evaluate']",,,,,,,,,,phenomena,phenomena,"['However , most current reading comprehension benchmarks', 'coreferential']",['and hence fail to evaluate the ability of models to resolve coreference .'],0,93,103,93,103,,,,,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Abstract,1,"However, most current reading comprehension benchmarks do not contain complex coreferential phenomena and hence fail to evaluate the ability of models to resolve coreference.","['However,', 'most', 'current', 'reading', 'comprehension', 'benchmarks', 'do', 'not', 'contain', 'complex', 'coreferential', 'phenomena', 'and', 'hence', 'fail', 'to', 'evaluate', 'the', 'ability', 'of', 'models', 'to', 'resolve', 'coreference.']",,,
32,We present a new crowdsourced dataset containing more than 24K span-selection questions that require resolving coreference among entities in over 4.7K English paragraphs from Wikipedia.,,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",present,0.0,3.0,10.0,3.0,10.0,"[(3, 10)]",['We'],['present'],,,,,,,,,,questions,questions,['We present a new crowdsourced dataset containing more than 24 K span - selection'],['that require resolving coreference among entities in over 4.7 K English paragraphs from Wikipedia .'],0,81,91,81,91,,,,,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Abstract,2,We present a new crowdsourced dataset containing more than 24K span-selection questions that require resolving coreference among entities in over 4.7K English paragraphs from Wikipedia.,"['We', 'present', 'a', 'new', 'crowdsourced', 'dataset', 'containing', 'more', 'than', '24K', 'span-selection', 'questions', 'that', 'require', 'resolving', 'coreference', 'among', 'entities', 'in', 'over', '4.7K', 'English', 'paragraphs', 'from', 'Wikipedia.']",,,
33,"Obtaining questions focused on such phenomena is challenging, because it is hard to avoid lexical cues that shortcut complex reasoning.",,,S,"['S', 'VP', '.']",,,,,,,[],is,0.0,46.0,48.0,46.0,48.0,"[(46, 48)]",[],"['Obtaining', 'focused', 'is']",,,,,,,,,,challenging,is challenging,['Obtaining questions focused on such phenomena'],['.'],0,46,61,46,61,,,,,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Abstract,3,"Obtaining questions focused on such phenomena is challenging, because it is hard to avoid lexical cues that shortcut complex reasoning.","['Obtaining', 'questions', 'focused', 'on', 'such', 'phenomena', 'is', 'challenging,', 'because', 'it', 'is', 'hard', 'to', 'avoid', 'lexical', 'cues', 'that', 'shortcut', 'complex', 'reasoning.']",,,
34,"We deal with this issue by using a strong baseline model as an adversary in the crowdsourcing loop, which helps crowdworkers avoid writing questions with exploitable surface cues.",,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",deal,0.0,3.0,7.0,3.0,7.0,"[(3, 7)]",['We'],['deal'],,,,,,,,,,helps,helps,"['We', 'which', 'deal with this issue by using a strong baseline model as an adversary in the crowdsourcing loop ,']",['.'],0,107,113,107,113,,,,,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Abstract,4,"We deal with this issue by using a strong baseline model as an adversary in the crowdsourcing loop, which helps crowdworkers avoid writing questions with exploitable surface cues.","['We', 'deal', 'with', 'this', 'issue', 'by', 'using', 'a', 'strong', 'baseline', 'model', 'as', 'an', 'adversary', 'in', 'the', 'crowdsourcing', 'loop,', 'which', 'helps', 'crowdworkers', 'avoid', 'writing', 'questions', 'with', 'exploitable', 'surface', 'cues.']",,,
35,"We show that state-of-the-art reading comprehension models perform significantly worse than humans on this benchmark—the best model performance is 70.5 F1, while the estimated human performance is 93.4 F1.",,,S,"['S', ':', 'S', '.']",,,,,,,[],,,,,,,[],"['We', 'the', 'best', 'model', 'performance']","['show', 'perform', 'is']",,,,,,,,,,70.5,is 70.5,['that state - of - the - art reading comprehension models perform significantly worse than humans on this benchmark — the best model performance'],"['We show F1 .', ', while the estimated human performance is 93.4 F1']",0,152,160,152,160,,,,,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Abstract,5,"We show that state-of-the-art reading comprehension models perform significantly worse than humans on this benchmark—the best model performance is 70.5 F1, while the estimated human performance is 93.4 F1.","['We', 'show', 'that', 'state-of-the-art', 'reading', 'comprehension', 'models', 'perform', 'significantly', 'worse', 'than', 'humans', 'on', 'this', 'benchmark—the', 'best', 'model', 'performance', 'is', '70.5', 'F1,', 'while', 'the', 'estimated', 'human', 'performance', 'is', '93.4', 'F1.']",,,
36,Quoref: A Reading Comprehension Dataset with Questions Requiring Coreferential Reasoning.,,,NP,"['NP', ':', 'NP', '.']",Quoref A Reading Comprehension,0.0,0.0,32.0,0.0,32.0,"[(0, 6), (9, 10), (11, 18), (19, 32)]",,,,,,,[],"['Quoref', 'A', 'Reading', 'Comprehension']",[],,,,,,,,,,Quoref,Quoref,[],"[':', 'A Reading Comprehension Dataset with Questions Requiring Coreferential Reasoning .']",0,0,7,0,7,,,,,https://www.semanticscholar.org/paper/Quoref%3A-A-Reading-Comprehension-Dataset-with-Dasigi-Liu/3838387ea8dd1bb8c2306be5a63c1c120075c5a2,4,Title,0,Quoref: A Reading Comprehension Dataset with Questions Requiring Coreferential Reasoning.,"['Quoref:', 'A', 'Reading', 'Comprehension', 'Dataset', 'with', 'Questions', 'Requiring', 'Coreferential', 'Reasoning.']",,,
37,"Rapid progress has been made in the field of reading comprehension and question answering, where several systems have achieved human parity in some simplified settings.",,,S,"['NP', 'VP', '.']",Rapid progress,0.0,0.0,14.0,0.0,14.0,"[(0, 5), (6, 14)]",has been made,0.0,15.0,28.0,15.0,28.0,"[(15, 18), (19, 23), (24, 28)]","['Rapid', 'progress']","['has', 'been', 'made']",,,,,,,,,,made,has been made,['progress'],['.'],0,15,29,15,29,,,,,https://www.semanticscholar.org/paper/A-Multi-Type-Multi-Span-Network-for-Reading-that-Hu-Peng/b285c067f2da04bf5647beb8853bfddf6d9b4e1b,5,Abstract,0,"Rapid progress has been made in the field of reading comprehension and question answering, where several systems have achieved human parity in some simplified settings.","['Rapid', 'progress', 'has', 'been', 'made', 'in', 'the', 'field', 'of', 'reading', 'comprehension', 'and', 'question', 'answering,', 'where', 'several', 'systems', 'have', 'achieved', 'human', 'parity', 'in', 'some', 'simplified', 'settings.']",,,
38,"However, the performance of these models degrades significantly when they are applied to more realistic scenarios, such as answers involve various types, multiple text strings are correct answers, or discrete reasoning abilities are required.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",the performance,0.0,10.0,25.0,10.0,25.0,"[(10, 13), (14, 25)]",are applied,0.0,75.0,86.0,75.0,86.0,"[(75, 78), (79, 86)]","['the', 'performance']","['are', 'applied']",,,,,,,,,,degrades,degrades,[],[],0,42,51,42,51,,,,,https://www.semanticscholar.org/paper/A-Multi-Type-Multi-Span-Network-for-Reading-that-Hu-Peng/b285c067f2da04bf5647beb8853bfddf6d9b4e1b,5,Abstract,1,"However, the performance of these models degrades significantly when they are applied to more realistic scenarios, such as answers involve various types, multiple text strings are correct answers, or discrete reasoning abilities are required.","['However,', 'the', 'performance', 'of', 'these', 'models', 'degrades', 'significantly', 'when', 'they', 'are', 'applied', 'to', 'more', 'realistic', 'scenarios,', 'such', 'as', 'answers', 'involve', 'various', 'types,', 'multiple', 'text', 'strings', 'are', 'correct', 'answers,', 'or', 'discrete', 'reasoning', 'abilities', 'are', 'required.']",,,
39,"In this paper, we introduce the Multi-Type Multi-Span Network (MTMSN), a neural reading comprehension model that combines a multi-type answer predictor designed to support various answer types (e.g., span, count, negation, and arithmetic expression) with a multi-span extraction method for dynamically producing one or multiple text spans.",,,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,16.0,18.0,16.0,18.0,"[(16, 18)]",introduce,0.0,19.0,28.0,19.0,28.0,"[(19, 28)]",['we'],['introduce'],,,,,,,,,,introduce,introduce,"[',', 'we']",['the Multi - Type Multi - Span Network ( MTMSN )'],0,19,29,19,29,,,,,https://www.semanticscholar.org/paper/A-Multi-Type-Multi-Span-Network-for-Reading-that-Hu-Peng/b285c067f2da04bf5647beb8853bfddf6d9b4e1b,5,Abstract,2,"In this paper, we introduce the Multi-Type Multi-Span Network (MTMSN), a neural reading comprehension model that combines a multi-type answer predictor designed to support various answer types (e.g., span, count, negation, and arithmetic expression) with a multi-span extraction method for dynamically producing one or multiple text spans.","['In', 'this', 'paper,', 'we', 'introduce', 'the', 'Multi-Type', 'Multi-Span', 'Network', '(MTMSN),', 'a', 'neural', 'reading', 'comprehension', 'model', 'that', 'combines', 'a', 'multi-type', 'answer', 'predictor', 'designed', 'to', 'support', 'various', 'answer', 'types', '(e.g.,', 'span,', 'count,', 'negation,', 'and', 'arithmetic', 'expression)', 'with', 'a', 'multi-span', 'extraction', 'method', 'for', 'dynamically', 'producing', 'one', 'or', 'multiple', 'text', 'spans.']",,,
40,"In addition, an arithmetic expression reranking mechanism is proposed to rank expression candidates for further confirming the prediction.",,,S,"['PP', ',', 'NP', 'VP', '.']",an arithmetic expression mechanism,0.0,14.0,58.0,14.0,58.0,"[(14, 16), (17, 27), (28, 38), (49, 58)]",is proposed,0.0,59.0,70.0,59.0,70.0,"[(59, 61), (62, 70)]","['an', 'arithmetic', 'expression', 'mechanism']","['is', 'proposed', 'rank']",,,,,,,,,,proposed,is proposed,[],['rank expression candidates for further confirming the prediction'],0,59,71,59,71,,,,,https://www.semanticscholar.org/paper/A-Multi-Type-Multi-Span-Network-for-Reading-that-Hu-Peng/b285c067f2da04bf5647beb8853bfddf6d9b4e1b,5,Abstract,3,"In addition, an arithmetic expression reranking mechanism is proposed to rank expression candidates for further confirming the prediction.","['In', 'addition,', 'an', 'arithmetic', 'expression', 'reranking', 'mechanism', 'is', 'proposed', 'to', 'rank', 'expression', 'candidates', 'for', 'further', 'confirming', 'the', 'prediction.']",,,
41,Experiments show that our model achieves 79.9 F1 on the,DROP,"hidden test set , creating new state-of-the-art results .",S,"['NP', 'VP', '.']",Experiments,0.0,0.0,11.0,0.0,11.0,"[(0, 11)]",show,0.0,12.0,16.0,12.0,16.0,"[(12, 16)]",['Experiments'],['show'],show,['Experiments'],[],-1.0,0.0,12.0,17.0,12.0,17.0,show,show,['Experiments'],[],0,12,17,12,17,hidden,hidden,"['NOUN', 'NOUN', 'ADP']","['DROP', 'test', 'on']",https://www.semanticscholar.org/paper/A-Multi-Type-Multi-Span-Network-for-Reading-that-Hu-Peng/b285c067f2da04bf5647beb8853bfddf6d9b4e1b,5,Abstract,4,"Experiments show that our model achieves 79.9 F1 on the DROP hidden test set, creating new state-of-the-art results.","['Experiments', 'show', 'that', 'our', 'model', 'achieves', '79.9', 'F1', 'on', 'the', 'DROP', 'hidden', 'test', 'set', ',', 'creating', 'new', 'state-of-the-art', 'results', '.']","(10, 11)","(55, 59)",0.0
