,split_0,split_1,split_2,c_senttype,c_sentparts,c_subj_full,c_subj_split,c_subj_span0,c_subj_span1,c_subj_cspan0,c_subj_cspan1,c_verb_full,c_verb_split,c_verb_span0,c_verb_span1,c_verb_cspan0,c_verb_cspan1,c_subj_list,c_verb_list,d_averb,d_averb_s,d_averb_o,d_averb_relation,d_averb_split,d_averb_span0,d_averb_span1,d_averb_cspan0,d_averb_cspan1,d_root,d_root_full,d_root_s,d_root_o,d_root_split,d_root_span0,d_root_span1,d_root_cspan0,d_root_cspan1,fverb,fword,d_apos,d_apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index,order_cluster
24,We find that,the model,"represents the steps of the traditional NLP pipeline in an interpretable and localizable way , and that the regions responsible for each step appear in the expected sequence : POS tagging , parsing , NER , semantic roles , then coreference .",S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,find,0.0,3.0,7.0,3.0,7.0,['We'],['find'],represents,['the model'],"['the steps of the traditional NLP pipeline in an interpretable and localizable way , and that the regions responsible for each step appear in the expected sequence :']",1.0,2.0,23.0,34.0,0.0,11.0,roles,roles,"['POS tagging , parsing ,', 'NER', ',', 'semantic']","[',', 'We find that the model represents the steps of the traditional NLP pipeline in an interpretable and localizable way , and that the regions responsible for each step appear in the expected sequence : then coreference .']",2,238,244,215,221,represents,represents,"['NOUN', 'VERB', 'VERB']","['model', 'represents', 'find']",https://www.semanticscholar.org/paper/BERT-Rediscovers-the-Classical-NLP-Pipeline-Tenney-Das/97906df07855b029b7aae7c2a1c6c5e8df1d531c,3,Abstract,2,"We find that the model represents the steps of the traditional NLP pipeline in an interpretable and localizable way, and that the regions responsible for each step appear in the expected sequence: POS tagging, parsing, NER, semantic roles, then coreference.","['We', 'find', 'that', 'the', 'model', 'represents', 'the', 'steps', 'of', 'the', 'traditional', 'NLP', 'pipeline', 'in', 'an', 'interpretable', 'and', 'localizable', 'way', ',', 'and', 'that', 'the', 'regions', 'responsible', 'for', 'each', 'step', 'appear', 'in', 'the', 'expected', 'sequence', ':', 'POS', 'tagging', ',', 'parsing', ',', 'NER', ',', 'semantic', 'roles', ',', 'then', 'coreference', '.']","(3, 5)","(12, 21)",-1.0,83.0
25,Qualitative analysis reveals that,the model,"can and often does adjust this pipeline dynamically , revising lower - level decisions on the basis of disambiguating information from higher - level representations .",S,"['NP', 'VP', '.']",Qualitative analysis,0.0,0.0,20.0,0.0,20.0,reveals,0.0,21.0,28.0,21.0,28.0,"['Qualitative', 'analysis']",['reveals'],does adjust,['the model can and often'],"['this pipeline dynamically , revising lower - level decisions on the basis of disambiguating information from higher - level representations .']",1.0,2.0,58.0,70.0,14.0,26.0,analysis,analysis,[],"['reveals that the model can and often does adjust this pipeline dynamically , revising lower - level decisions on the basis of disambiguating information from higher - level representations .']",0,12,21,12,21,does,can,"['NOUN', 'VERB', 'VERB']","['model', 'adjust', 'reveals']",https://www.semanticscholar.org/paper/BERT-Rediscovers-the-Classical-NLP-Pipeline-Tenney-Das/97906df07855b029b7aae7c2a1c6c5e8df1d531c,3,Abstract,3,"Qualitative analysis reveals that the model can and often does adjust this pipeline dynamically, revising lower-level decisions on the basis of disambiguating information from higher-level representations.","['Qualitative', 'analysis', 'reveals', 'that', 'the', 'model', 'can', 'and', 'often', 'does', 'adjust', 'this', 'pipeline', 'dynamically', ',', 'revising', 'lower', '-', 'level', 'decisions', 'on', 'the', 'basis', 'of', 'disambiguating', 'information', 'from', 'higher', '-', 'level', 'representations', '.']","(4, 6)","(33, 42)",-1.0,115.0
26,,BERT,Rediscovers the Classical NLP Pipeline .,S,"['NP', 'VP', '.']",BERT,1.0,0.0,4.0,0.0,4.0,,,,,,,['BERT'],[],,,,,,,,,,Rediscovers,Rediscovers,['BERT'],['Classical NLP Pipeline'],2,5,17,0,12,,Rediscovers,"['PROPN', 'NOUN']","['BERT', 'Rediscovers']",https://www.semanticscholar.org/paper/BERT-Rediscovers-the-Classical-NLP-Pipeline-Tenney-Das/97906df07855b029b7aae7c2a1c6c5e8df1d531c,3,Title,0,BERT Rediscovers the Classical NLP Pipeline.,"['BERT', 'Rediscovers', 'the', 'Classical', 'NLP', 'Pipeline', '.']","(0, 1)","(0, 4)",0.0,194.0
27,,Large pre - trained neural networks such as BERT,"have had great recent success in NLP , motivating a growing body of research investigating what aspects of language they are able to learn from unlabeled data .",S,"['NP', 'VP', '.']",Large pre - trained neural networks,1.0,0.0,35.0,0.0,35.0,have had,2.0,49.0,57.0,0.0,8.0,"['Large', 'pre', '-', 'trained', 'neural', 'networks']","['have', 'had', 'motivating']",have had,['Large pre - trained neural networks such as BERT'],[],1.0,2.0,49.0,58.0,0.0,9.0,success,success,[],[],2,71,79,22,30,have,have,"['ADJ', 'VERB', 'ADJ']","['Large', 'had', 'recent']",https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Abstract,0,"Large pre-trained neural networks such as BERT have had great recent success in NLP, motivating a growing body of research investigating what aspects of language they are able to learn from unlabeled data.","['Large', 'pre', '-', 'trained', 'neural', 'networks', 'such', 'as', 'BERT', 'have', 'had', 'great', 'recent', 'success', 'in', 'NLP', ',', 'motivating', 'a', 'growing', 'body', 'of', 'research', 'investigating', 'what', 'aspects', 'of', 'language', 'they', 'are', 'able', 'to', 'learn', 'from', 'unlabeled', 'data', '.']","(0, 9)","(0, 48)",44.0,176.0
28,"Large pre - trained neural networks such as BERT have had great recent success in NLP , motivating a growing body of research investigating what aspects of language",they,are able to learn from unlabeled data .,S,"['NP', 'VP', '.']",Large pre - trained neural networks,0.0,0.0,35.0,0.0,35.0,have had,0.0,49.0,57.0,49.0,57.0,"['Large', 'pre', '-', 'trained', 'neural', 'networks']","['have', 'had', 'motivating']",motivating,"[',']",['a growing body of research investigating what'],-1.0,0.0,88.0,99.0,88.0,99.0,success,success,[],[],0,71,79,71,79,are,are,"['PRON', 'ADJ', 'VERB']","['they', 'able', 'motivating']",https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Abstract,0,"Large pre-trained neural networks such as BERT have had great recent success in NLP, motivating a growing body of research investigating what aspects of language they are able to learn from unlabeled data.","['Large', 'pre', '-', 'trained', 'neural', 'networks', 'such', 'as', 'BERT', 'have', 'had', 'great', 'recent', 'success', 'in', 'NLP', ',', 'motivating', 'a', 'growing', 'body', 'of', 'research', 'investigating', 'what', 'aspects', 'of', 'language', 'they', 'are', 'able', 'to', 'learn', 'from', 'unlabeled', 'data', '.']","(28, 29)","(164, 168)",-1.0,177.0
29,Large pre - trained neural networks such as,BERT,"have had great recent success in NLP , motivating a growing body of research investigating what aspects of language they are able to learn from unlabeled data .",S,"['NP', 'VP', '.']",Large pre - trained neural networks,0.0,0.0,35.0,0.0,35.0,have had,2.0,49.0,57.0,0.0,8.0,"['Large', 'pre', '-', 'trained', 'neural', 'networks']","['have', 'had', 'motivating']",have had,['Large pre - trained neural networks such as BERT'],[],1.0,2.0,49.0,58.0,0.0,9.0,success,success,[],[],2,71,79,22,30,have,have,"['PROPN', 'SCONJ', 'NOUN']","['BERT', 'as', 'networks']",https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Abstract,0,"Large pre-trained neural networks such as BERT have had great recent success in NLP, motivating a growing body of research investigating what aspects of language they are able to learn from unlabeled data.","['Large', 'pre', '-', 'trained', 'neural', 'networks', 'such', 'as', 'BERT', 'have', 'had', 'great', 'recent', 'success', 'in', 'NLP', ',', 'motivating', 'a', 'growing', 'body', 'of', 'research', 'investigating', 'what', 'aspects', 'of', 'language', 'they', 'are', 'able', 'to', 'learn', 'from', 'unlabeled', 'data', '.']","(8, 9)","(43, 47)",0.0,175.0
30,"Most recent analysis has focused on model outputs (e.g., language model surprisal) or internal vector representations (e.g., probing classifiers).",,,S,"['NP', 'VP', '.']",Most recent analysis,0.0,0.0,20.0,0.0,20.0,has focused,0.0,21.0,32.0,21.0,32.0,"['Most', 'recent', 'analysis']","['has', 'focused']",,,,,,,,,,outputs,outputs,[],"['(', 'e.g.', 'model surprisal ) or internal vector representations ( e.g. , probing classifiers ) .']",0,42,50,42,50,,,,,https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Abstract,1,"Most recent analysis has focused on model outputs (e.g., language model surprisal) or internal vector representations (e.g., probing classifiers).","['Most', 'recent', 'analysis', 'has', 'focused', 'on', 'model', 'outputs', '(e.g.,', 'language', 'model', 'surprisal)', 'or', 'internal', 'vector', 'representations', '(e.g.,', 'probing', 'classifiers).']",,,,102.0
31,"Complementary to these works , we propose methods for analyzing the attention mechanisms of pre - trained models and apply them to",BERT,.,S,"['ADJP', ',', 'NP', 'VP', '.']",we,0.0,31.0,33.0,31.0,33.0,propose,0.0,34.0,41.0,34.0,41.0,['we'],['propose'],apply,[],['them'],-1.0,0.0,117.0,123.0,117.0,123.0,propose,propose,"['Complementary to these works', ',', 'we']",['methods for analyzing the attention mechanisms of pre - trained models and apply them to BERT'],0,34,42,34,42,,,"['PROPN', 'ADP', 'VERB']","['BERT', 'to', 'apply']",https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Abstract,2,"Complementary to these works, we propose methods for analyzing the attention mechanisms of pre-trained models and apply them to BERT.","['Complementary', 'to', 'these', 'works', ',', 'we', 'propose', 'methods', 'for', 'analyzing', 'the', 'attention', 'mechanisms', 'of', 'pre', '-', 'trained', 'models', 'and', 'apply', 'them', 'to', 'BERT', '.']","(22, 23)","(130, 134)",0.0,43.0
32,,BERT 's,"attention heads exhibit patterns such as attending to delimiter tokens , specific positional offsets , or broadly attending over the whole sentence , with heads in the same layer often exhibiting similar behaviors .",S,"['NP', 'VP', '.']",BERT 's attention,1.0,0.0,17.0,0.0,17.0,,,,,,,"['BERT', 'attention']",[],,,,,,,,,,BERT,BERT,[],"[""'s"", 'attention', 'heads exhibit patterns such as attending to delimiter tokens , specific positional offsets , or broadly attending over the whole sentence , with heads in the same layer often exhibiting similar behaviors .']",1,0,5,0,5,exhibit,attention,['PROPN'],['BERT'],https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Abstract,3,"BERT's attention heads exhibit patterns such as attending to delimiter tokens, specific positional offsets, or broadly attending over the whole sentence, with heads in the same layer often exhibiting similar behaviors.","['BERT', ""'s"", 'attention', 'heads', 'exhibit', 'patterns', 'such', 'as', 'attending', 'to', 'delimiter', 'tokens', ',', 'specific', 'positional', 'offsets', ',', 'or', 'broadly', 'attending', 'over', 'the', 'whole', 'sentence', ',', 'with', 'heads', 'in', 'the', 'same', 'layer', 'often', 'exhibiting', 'similar', 'behaviors', '.']","(0, 2)","(0, 7)",0.0,188.0
33,We further show that certain attention heads correspond well to linguistic notions of syntax and coreference.,,,S,"['NP', 'ADVP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,show,0.0,11.0,15.0,11.0,15.0,['We'],['show'],,,,,,,,,,show,show,"['We', 'further']",[],0,11,16,11,16,,,,,https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Abstract,4,We further show that certain attention heads correspond well to linguistic notions of syntax and coreference.,"['We', 'further', 'show', 'that', 'certain', 'attention', 'heads', 'correspond', 'well', 'to', 'linguistic', 'notions', 'of', 'syntax', 'and', 'coreference.']",,,,82.0
34,"For example, we find heads that attend to the direct objects of verbs, determiners of nouns, objects of prepositions, and coreferent mentions with remarkably high accuracy.",,,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,14.0,16.0,14.0,16.0,find,0.0,17.0,21.0,17.0,21.0,['we'],['find'],,,,,,,,,,find,find,"['example ,', 'we', 'For']","['heads', 'that attend to the direct objects of verbs , determiners of nouns , objects of prepositions , and coreferent mentions with remarkably high accuracy .']",0,17,22,17,22,,,,,https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Abstract,5,"For example, we find heads that attend to the direct objects of verbs, determiners of nouns, objects of prepositions, and coreferent mentions with remarkably high accuracy.","['For', 'example,', 'we', 'find', 'heads', 'that', 'attend', 'to', 'the', 'direct', 'objects', 'of', 'verbs,', 'determiners', 'of', 'nouns,', 'objects', 'of', 'prepositions,', 'and', 'coreferent', 'mentions', 'with', 'remarkably', 'high', 'accuracy.']",,,,42.0
35,"Lastly , we propose an attention - based probing classifier and use it to further demonstrate that substantial syntactic information is captured in",BERT 's,attention .,S,"['ADVP', ',', 'NP', 'VP', '.']",we,0.0,9.0,11.0,9.0,11.0,propose and use,0.0,12.0,67.0,12.0,67.0,['we'],"['propose', 'use', 'demonstrate']",is captured,['substantial syntactic information'],[],-1.0,0.0,133.0,145.0,133.0,145.0,Lastly,Lastly,[],"[""we propose an attention - based probing classifier and use it to further demonstrate that substantial syntactic information is captured in BERT 's attention .""]",0,0,7,0,7,,attention,"['PROPN', 'ADP', 'VERB']","['BERT', 'in', 'captured']",https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Abstract,6,"Lastly, we propose an attention-based probing classifier and use it to further demonstrate that substantial syntactic information is captured in BERT's attention.","['Lastly', ',', 'we', 'propose', 'an', 'attention', '-', 'based', 'probing', 'classifier', 'and', 'use', 'it', 'to', 'further', 'demonstrate', 'that', 'substantial', 'syntactic', 'information', 'is', 'captured', 'in', 'BERT', ""'s"", 'attention', '.']","(23, 25)","(147, 154)",0.0,41.0
36,What Does,BERT,Look At ?,SBARQ,"['WHNP', 'SQ', '.']",,,,,,,,,,,,,[],[],,,,,,,,,,BERT,BERT,['What'],"['Look', 'At']",1,10,15,0,5,,Look,['PROPN'],['BERT'],https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Title,0,What Does BERT Look At?,"['What', 'Does', 'BERT', 'Look', 'At', '?']","(2, 3)","(9, 13)",0.0,
37,An Analysis of,BERT 's,Attention .,NP,"['NP', 'PP', '.']",An Analysis,0.0,0.0,11.0,0.0,11.0,,,,,,,"['An', 'Analysis']",[],,,,,,,,,,Analysis,Analysis,['An'],[],0,3,12,3,12,,Attention,"['PROPN', 'ADP', 'PROPN']","['BERT', 'of', 'Analysis']",https://www.semanticscholar.org/paper/What-Does-BERT-Look-At-An-Analysis-of-BERT's-Clark-Khandelwal/95a251513853c6032bdecebd4b74e15795662986,4,Title,1,An Analysis of BERT's Attention.,"['An', 'Analysis', 'of', 'BERT', ""'s"", 'Attention', '.']","(3, 5)","(14, 21)",0.0,122.0
38,"Recently , neural models pretrained on a language modeling task , such as ELMo ( Peters et al. , 2017 ) , OpenAI GPT ( Radford et al. , 2018 ) , and",BERT,"( Devlin et al. , 2018 ) , have achieved impressive results on various natural language processing tasks such as question-answering and natural language inference .",S,"['ADVP', ',', 'NP', 'VP', '.']",neural models,0.0,11.0,24.0,11.0,24.0,have achieved,2.0,184.0,197.0,30.0,43.0,"['neural', 'models']","['have', 'achieved']",,,,,,,,,,Recently,Recently,[],"[',', 'neural models pretrained on a language modeling task , such as ELMo ( Peters et al . , 2017 ) , OpenAI GPT ( Radford et al . , 2018 ) , and BERT ( Devlin et al . , 2018 ) ,', 'have achieved impressive results on various natural language processing tasks such as question - answering and natural language inference .']",0,0,9,0,9,have,Devlin,"['PROPN', 'PROPN', 'PROPN']","['BERT', 'et', 'al']",https://www.semanticscholar.org/paper/Passage-Re-ranking-with-BERT-Nogueira-Cho/85e07116316e686bf787114ba10ca60f4ea7c5b2,5,Abstract,0,"Recently, neural models pretrained on a language modeling task, such as ELMo (Peters et al., 2017), OpenAI GPT (Radford et al., 2018), and BERT (Devlin et al., 2018), have achieved impressive results on various natural language processing tasks such as question-answering and natural language inference.","['Recently', ',', 'neural', 'models', 'pretrained', 'on', 'a', 'language', 'modeling', 'task', ',', 'such', 'as', 'ELMo', '(', 'Peters', 'et', 'al.', ',', '2017', ')', ',', 'OpenAI', 'GPT', '(', 'Radford', 'et', 'al.', ',', '2018', ')', ',', 'and', 'BERT', '(', 'Devlin', 'et', 'al.', ',', '2018', ')', ',', 'have', 'achieved', 'impressive', 'results', 'on', 'various', 'natural', 'language', 'processing', 'tasks', 'such', 'as', 'question-answering', 'and', 'natural', 'language', 'inference', '.']","(33, 34)","(148, 152)",0.0,141.0
39,"In this paper , we describe",a simple re - implementation of BERT for query - based passage re - ranking,.,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,16.0,18.0,16.0,18.0,describe,0.0,19.0,27.0,19.0,27.0,['we'],['describe'],describe,"[',', 'we']",['a simple re - implementation of BERT for query - based passage re - ranking'],-1.0,0.0,19.0,28.0,19.0,28.0,describe,describe,"[',', 'we']",['a simple re - implementation of BERT for query - based passage re - ranking'],0,19,28,19,28,,,"['NOUN', 'VERB']","['implementation', 'describe']",https://www.semanticscholar.org/paper/Passage-Re-ranking-with-BERT-Nogueira-Cho/85e07116316e686bf787114ba10ca60f4ea7c5b2,5,Abstract,1,"In this paper, we describe a simple re-implementation of BERT for query-based passage re-ranking.","['In', 'this', 'paper', ',', 'we', 'describe', 'a', 'simple', 're', '-', 'implementation', 'of', 'BERT', 'for', 'query', '-', 'based', 'passage', 're', '-', 'ranking', '.']","(6, 21)","(27, 102)",32.0,40.0
