,src,alignsegments,aligntypes,alignctypes
722,patients at high risk for cardiovascular events .,"['patients', 'at', 'high risk', 'for', 'cardiovascular events .']","['NP', 'PP', 'NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN'], ['IN'], ['JJ', 'NNS', '.']]"
736,in patients with open angle glaucoma or ocular hypertension where IOP is not adequately controlled with timolol .,"['in', 'patients with open angle glaucoma or ocular hypertension', 'where', 'IOP', 'is not', 'adequately', 'controlled', 'with', 'timolol', '.']","['PP', 'NP', 'WHADVP', 'NP', 'VP', 'ADVP', 'VP', 'PP', 'NP', 'PP']","[['IN'], ['NNS', 'IN', 'JJ', 'NN', 'NN', 'CC', 'JJ', 'NN'], ['WRB'], ['NNP'], ['VBZ', 'RB'], ['RB'], ['VBN'], ['IN'], ['NN'], ['.']]"
742,patients with open angle glaucoma or ocular hypertension where IOP is not adequately controlled with timolol .,"['patients', 'with', 'open angle glaucoma or ocular hypertension', 'where', 'IOP', 'is not', 'adequately', 'controlled', 'with', 'timolol .']","['NP', 'PP', 'NP', 'WHADVP', 'NP', 'VP', 'ADVP', 'VP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', 'NN', 'CC', 'JJ', 'NN'], ['WRB'], ['NNP'], ['VBZ', 'RB'], ['RB'], ['VBN'], ['IN'], ['NN', '.']]"
749,"53 patients with primary open angle glaucoma , capsular glaucoma , or ocular hypertension with an IOP of at least 21 mmHg on current therapy","['53 patients', 'with', 'primary open angle glaucoma , capsular glaucoma , or ocular hypertension with an IOP', 'of', 'at least 21', 'mmHg', 'on', 'current therapy']","['NP', 'PP', 'NP', 'PP', 'QP', 'QP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['JJ', 'JJ', 'NN', 'NN', ',', 'JJ', 'NN', ',', 'CC', 'JJ', 'NN', 'IN', 'DT', 'NN'], ['IN'], ['IN', 'JJS', 'CD'], ['NNS'], ['IN'], ['JJ', 'NN']]"
750,"53 patients with primary open angle glaucoma , capsular glaucoma , or ocular hypertension with an IOP of at least 21 mmHg on current therapy","['53 patients', 'with', 'primary open angle glaucoma , capsular glaucoma , or ocular hypertension with an IOP', 'of', 'at least 21', 'mmHg', 'on', 'current therapy']","['NP', 'PP', 'NP', 'PP', 'QP', 'QP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['JJ', 'JJ', 'NN', 'NN', ',', 'JJ', 'NN', ',', 'CC', 'JJ', 'NN', 'IN', 'DT', 'NN'], ['IN'], ['IN', 'JJS', 'CD'], ['NNS'], ['IN'], ['JJ', 'NN']]"
786,patients insufficiently controlled on timolol .,"['patients', 'insufficiently', 'controlled', 'on', 'timolol', '.']","['NP', 'ADVP', 'VP', 'PP', 'NP', 'S']","[['NNS'], ['RB'], ['VBD'], ['IN'], ['NN'], ['.']]"
789,patients insufficiently controlled on timolol .,"['patients', 'insufficiently', 'controlled', 'on', 'timolol', '.']","['NP', 'ADVP', 'VP', 'PP', 'NP', 'S']","[['NNS'], ['RB'], ['VBD'], ['IN'], ['NN'], ['.']]"
791,"patients with epithelial ovarian carcinoma that recurred after or did n't respond to first-line , platinum-based chemotherapy .","['patients', 'with', 'epithelial ovarian carcinoma', 'that', 'recurred', 'after', ""or did n't respond to"", 'first', '- line , platinum - based chemotherapy .']","['NP', 'PP', 'NP', 'WHNP', 'VP', 'ADVP', 'VP', 'ADJP', 'NP']","[['NNS'], ['IN'], ['JJ', 'JJ', 'NNP'], ['WDT'], ['VBD'], ['RB'], ['CC', 'VBD', 'RB', 'VB', 'IN'], ['JJ'], ['HYPH', 'NN', ',', 'NN', 'HYPH', 'VBN', 'NN', '.']]"
796,"patients with epithelial ovarian carcinoma that recurred after or did n't respond to first-line , platinum-based chemotherapy .","['patients', 'with', 'epithelial ovarian carcinoma', 'that', 'recurred', 'after', ""or did n't respond to"", 'first', '- line , platinum - based chemotherapy .']","['NP', 'PP', 'NP', 'WHNP', 'VP', 'ADVP', 'VP', 'ADJP', 'NP']","[['NNS'], ['IN'], ['JJ', 'JJ', 'NNP'], ['WDT'], ['VBD'], ['RB'], ['CC', 'VBD', 'RB', 'VB', 'IN'], ['JJ'], ['HYPH', 'NN', ',', 'NN', 'HYPH', 'VBN', 'NN', '.']]"
801,Patients with measurable and assessable disease,"['Patients', 'with', 'measurable and assessable', 'disease']","['NP', 'PP', 'ADJP', 'NP']","[['NNS'], ['IN'], ['JJ', 'CC', 'JJ'], ['NN']]"
804,Patients with measurable and assessable disease,"['Patients', 'with', 'measurable and assessable', 'disease']","['NP', 'PP', 'ADJP', 'NP']","[['NNS'], ['IN'], ['JJ', 'CC', 'JJ'], ['NN']]"
808,A total of 474 patients were treated,"['A total', 'of', '474 patients', 'were', 'treated']","['NP', 'PP', 'NP', 'VP', 'VP']","[['DT', 'NN'], ['IN'], ['CD', 'NNS'], ['VBD'], ['VBN']]"
811,474,['474'],['NP'],[['CD']]
854,Recurrent epithelial ovarian carcinoma :,['Recurrent epithelial ovarian carcinoma :'],['NP'],"[['JJ', 'JJ', 'JJ', 'NN', ':']]"
869,"Sixty healthy women , half of whom had been using OCs for at least the previous 6 months","['Sixty healthy women ,', 'half', 'of', 'whom', 'had', 'been', 'using', 'OCs', 'for', 'at least', 'the previous 6', 'months']","['NP', 'WHNP', 'WHPP', 'WHNP', 'VP', 'VP', 'VP', 'NP', 'PP', 'ADVP', 'QP', 'NP']","[['CD', 'JJ', 'NNS', ','], ['NN'], ['IN'], ['WP'], ['VBD'], ['VBN'], ['VBG'], ['NNP'], ['IN'], ['IN', 'JJS'], ['DT', 'JJ', 'CD'], ['NNS']]"
871,"Sixty healthy women , half of whom had been using OCs for at least the previous 6 months","['Sixty healthy women ,', 'half', 'of', 'whom', 'had', 'been', 'using', 'OCs', 'for', 'at least', 'the previous 6', 'months']","['NP', 'WHNP', 'WHPP', 'WHNP', 'VP', 'VP', 'VP', 'NP', 'PP', 'ADVP', 'QP', 'NP']","[['CD', 'JJ', 'NNS', ','], ['NN'], ['IN'], ['WP'], ['VBD'], ['VBN'], ['VBG'], ['NNP'], ['IN'], ['IN', 'JJS'], ['DT', 'JJ', 'CD'], ['NNS']]"
872,two thirds were smokers,"['two thirds', 'were', 'smokers']","['NP', 'VP', 'NP']","[['CD', 'NNS'], ['VBD'], ['NNS']]"
875,two thirds were smokers,"['two thirds', 'were', 'smokers']","['NP', 'VP', 'NP']","[['CD', 'NNS'], ['VBD'], ['NNS']]"
878,One third were nonsmokers .,"['One third', 'were', 'nonsmokers', '.']","['NP', 'VP', 'NP', 'S']","[['CD', 'NN'], ['VBD'], ['NNS'], ['.']]"
879,One third were nonsmokers .,"['One third', 'were', 'nonsmokers', '.']","['NP', 'VP', 'NP', 'S']","[['CD', 'NN'], ['VBD'], ['NNS'], ['.']]"
890,women .,['women .'],['NP'],"[['NNS', '.']]"
897,nonsmoking women,['nonsmoking women'],['NP'],"[['VBG', 'NNS']]"
902,nonsmokers .,['nonsmokers .'],['NP'],"[['NNS', '.']]"
907,patients on thrombolytic therapy ( TLT ) .,"['patients', 'on', 'thrombolytic therapy ( TLT ) .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', '-LRB-', 'NNP', '-RRB-', '.']]"
911,patients on thrombolytic therapy ( TLT ) .,"['patients', 'on', 'thrombolytic therapy ( TLT ) .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', '-LRB-', 'NNP', '-RRB-', '.']]"
915,106 males with Q-MI entered the study .,"['106 males', 'with', 'Q - MI', 'entered', 'the study', '.']","['NP', 'PP', 'NP', 'VP', 'NP', 'S']","[['CD', 'NNS'], ['IN'], ['NNP', 'HYPH', 'NNP'], ['VBD'], ['DT', 'NN'], ['.']]"
916,106 males,['106 males'],['NP'],"[['CD', 'NNS']]"
917,Q-MI,['Q - MI'],['NP'],"[['NNP', 'HYPH', 'NN']]"
941,MI patients receiving TLT,"['MI patients', 'receiving', 'TLT']","['NP', 'VP', 'NP']","[['NN', 'NNS'], ['VBG'], ['NN']]"
949,myocardial infarction,['myocardial infarction'],['NP'],"[['JJ', 'NN']]"
952,older adults ( 60 ( SE 1 ) years ; BMI 26 ( SE 1 ) kg/m ( 2 ) ) .,['older adults ( 60 ( SE 1 ) years ; BMI 26 ( SE 1 ) kg / m ( 2 ) ) .'],['NP'],"[['JJR', 'NNS', '-LRB-', 'CD', '-LRB-', 'NNP', 'CD', '-RRB-', 'NNS', ':', 'NNP', 'CD', '-LRB-', 'NNP', 'CD', '-RRB-', 'NNP', 'SYM', 'NNP', '-LRB-', 'CD', '-RRB-', '-RRB-', '.']]"
955,older adults ( 60 ( SE 1 ) years ; BMI 26 ( SE 1 ) kg/m ( 2 ) ),['older adults ( 60 ( SE 1 ) years ; BMI 26 ( SE 1 ) kg / m ( 2 ) )'],['NP'],"[['JJR', 'NNS', '-LRB-', 'CD', '-LRB-', 'NNP', 'CD', '-RRB-', 'NNS', ':', 'NNP', 'CD', '-LRB-', 'NNP', 'CD', '-RRB-', 'NNP', 'SYM', 'NNP', '-LRB-', 'CD', '-RRB-', '-RRB-']]"
979,60-year-old subjects,['60-year - old subjects'],['NP'],"[['CD', 'HYPH', 'JJ', 'NNS']]"
982,60-year-old subjects,['60-year - old subjects'],['NP'],"[['CD', 'HYPH', 'JJ', 'NNS']]"
985,the 60-year-old,['the 60-year - old'],['NP'],"[['DT', 'CD', 'HYPH', 'JJ']]"
989,the 60-year-old,['the 60-year - old'],['NP'],"[['DT', 'CD', 'HYPH', 'JJ']]"
992,patients with recently diagnosed rheumatoid arthritis ( RA ),"['patients', 'with', 'recently diagnosed', 'rheumatoid arthritis ( RA )']","['NP', 'PP', 'ADJP', 'NP']","[['NNS'], ['IN'], ['RB', 'VBN'], ['NN', 'NN', '-LRB-', 'NNP', '-RRB-']]"
994,patients with recently diagnosed rheumatoid arthritis ( RA ),"['patients', 'with', 'recently diagnosed', 'rheumatoid arthritis ( RA )']","['NP', 'PP', 'ADJP', 'NP']","[['NNS'], ['IN'], ['RB', 'VBN'], ['NN', 'NN', '-LRB-', 'NNP', '-RRB-']]"
996,Twenty-two patients with a history of recently diagnosed RA of less than 2 years,"['Twenty - two patients', 'with', 'a history', 'of', 'recently diagnosed', 'RA', 'of', 'less than 2', 'years']","['NP', 'PP', 'NP', 'PP', 'ADJP', 'NP', 'PP', 'QP', 'NP']","[['CD', 'HYPH', 'CD', 'NNS'], ['IN'], ['DT', 'NN'], ['IN'], ['RB', 'VBN'], ['NNP'], ['IN'], ['JJR', 'IN', 'CD'], ['NNS']]"
998,Twenty-two patients with a history of recently diagnosed RA of less than 2 years,"['Twenty - two patients', 'with', 'a history', 'of', 'recently diagnosed', 'RA', 'of', 'less than 2', 'years']","['NP', 'PP', 'NP', 'PP', 'ADJP', 'NP', 'PP', 'QP', 'NP']","[['CD', 'HYPH', 'CD', 'NNS'], ['IN'], ['DT', 'NN'], ['IN'], ['RB', 'VBN'], ['NNP'], ['IN'], ['JJR', 'IN', 'CD'], ['NNS']]"
1000,22 patients,['22 patients'],['NP'],"[['CD', 'NNS']]"
1002,22 patients,['22 patients'],['NP'],"[['CD', 'NNS']]"
1010,recent onset RA .,['recent onset RA .'],['NP'],"[['JJ', 'NN', 'NNP', '.']]"
1011,recent onset rheumatoid arthritis :,['recent onset rheumatoid arthritis :'],['NP'],"[['JJ', 'NN', 'NNP', 'NNP', ':']]"
1014,recent onset rheumatoid arthritis :,['recent onset rheumatoid arthritis :'],['NP'],"[['JJ', 'NN', 'NNP', 'NNP', ':']]"
1019,Eighteen patients who had undergone stoma surgery,"['Eighteen patients', 'who', 'had', 'undergone', 'stoma surgery']","['NP', 'WHNP', 'VP', 'VP', 'NP']","[['CD', 'NNS'], ['WP'], ['VBD'], ['VBN'], ['NNP', 'NN']]"
1021,Eighteen patients who had undergone stoma surgery,"['Eighteen patients', 'who', 'had', 'undergone', 'stoma surgery']","['NP', 'WHNP', 'VP', 'VP', 'NP']","[['CD', 'NNS'], ['WP'], ['VBD'], ['VBN'], ['NNP', 'NN']]"
1038,patients after stoma surgery .,"['patients', 'after', 'stoma surgery .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NNP', 'NN', '.']]"
1042,patients after stoma surgery .,"['patients', 'after', 'stoma surgery .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NNP', 'NN', '.']]"
1046,patients after stoma surgery .,"['patients', 'after', 'stoma surgery .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NNP', 'NN', '.']]"
1048,patients after stoma surgery .,"['patients', 'after', 'stoma surgery .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NNP', 'NN', '.']]"
1050,44 patients with inclusion body myositis,"['44 patients', 'with', 'inclusion body myositis']","['NP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['NN', 'NN', 'NN']]"
1053,44 patients with inclusion body myositis,"['44 patients', 'with', 'inclusion body myositis']","['NP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['NN', 'NN', 'NN']]"
1076,inclusion body myositis,['inclusion body myositis'],['NP'],"[['NN', 'NN', 'NN']]"
1080,inclusion body myositis,['inclusion body myositis'],['NP'],"[['NN', 'NN', 'NN']]"
1084,pterygium .,['pterygium .'],['NP'],"[['NNP', '.']]"
1088,pterygium .,['pterygium .'],['NP'],"[['NNP', '.']]"
1092,208 patients ( 229 eyes ) with initial pterygium,"['208 patients ( 229 eyes )', 'with', 'initial pterygium']","['NP', 'PP', 'NP']","[['CD', 'NNS', '-LRB-', 'CD', 'NNS', '-RRB-'], ['IN'], ['JJ', 'NN']]"
1096,208 patients,['208 patients'],['NP'],"[['CD', 'NNS']]"
1097,initial pterygium,['initial pterygium'],['NP'],"[['JJ', 'NN']]"
1107,pterygium .,['pterygium .'],['NP'],"[['NNP', '.']]"
1110,pterygium ],['pterygium ]'],['NP'],"[['NN', '-RRB-']]"
1112,pterygium,['pterygium'],['NP'],[['NNP']]
1125,Thirty-five university students were assessed,"['Thirty - five university students', 'were', 'assessed']","['NP', 'VP', 'VP']","[['CD', 'HYPH', 'CD', 'NN', 'NNS'], ['VBD'], ['VBN']]"
1126,Thirty-five university students were assessed,"['Thirty - five university students', 'were', 'assessed']","['NP', 'VP', 'VP']","[['CD', 'HYPH', 'CD', 'NN', 'NNS'], ['VBD'], ['VBN']]"
1152,A total of 57 consecutive patients with primary ureteropelvic junction obstruction,"['A total', 'of', '57 consecutive patients', 'with', 'primary ureteropelvic junction obstruction']","['NP', 'PP', 'NP', 'PP', 'NP']","[['DT', 'NN'], ['IN'], ['CD', 'JJ', 'NNS'], ['IN'], ['JJ', 'JJ', 'NN', 'NN']]"
1154,57,['57'],['NP'],[['CD']]
1155,patients with primary ureteropelvic junction obstruction,"['patients', 'with', 'primary ureteropelvic junction obstruction']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'JJ', 'NN', 'NN']]"
1174,endopyelotomy,['endopyelotomy'],['NP'],[['NN']]
1179,endopyelotomy,['endopyelotomy'],['NP'],[['NN']]
1185,patients with advanced NPC .,"['patients', 'with', 'advanced NPC .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NNP', '.']]"
1188,patients with advanced NPC .,"['patients', 'with', 'advanced NPC .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NNP', '.']]"
1191,"From December 1993 to April 1999 , 284 patients with 1992 American Joint Committee on Cancer stage III to IV ( M0 ) NPC","['From', 'December 1993', 'to', 'April 1999', ',', '284 patients', 'with', '1992 American Joint Committee', 'on Cancer', 'stage', 'III to IV ( M0 ) NPC']","['PP', 'NP', 'PP', 'NP', 'PP', 'NP', 'PP', 'NP', 'PP', 'PP', 'NP']","[['IN'], ['NNP', 'CD'], ['IN'], ['NNP', 'CD'], [','], ['CD', 'NNS'], ['IN'], ['CD', 'NNP', 'NNP', 'NNP'], ['IN', 'NNP'], ['NN'], ['CD', 'IN', 'NNP', '-LRB-', 'NNP', '-RRB-', 'NNP']]"
1192,From December 1993 to April 1999,"['From', 'December 1993', 'to', 'April 1999']","['PP', 'NP', 'PP', 'NP']","[['IN'], ['NNP', 'CD'], ['IN'], ['NNP', 'CD']]"
1193,284 patients with 1992 American Joint Committee on Cancer stage III to IV ( M0 ) NPC,"['284 patients', 'with', '1992 American Joint Committee', 'on', 'Cancer', 'stage', 'III', 'to', 'IV', '( M0 ) NPC']","['NP', 'PP', 'NP', 'PP', 'NP', 'PP', 'NP', 'PP', 'NP', 'PP']","[['CD', 'NNS'], ['IN'], ['CD', 'NNP', 'NNP', 'NNP'], ['IN'], ['NNP'], ['NN'], ['CD'], ['IN'], ['NNP'], ['-LRB-', 'NNP', '-RRB-', 'NNP']]"
1233,patients with advanced NPC in endemic areas .,"['patients', 'with', 'advanced NPC', 'in', 'endemic areas .']","['NP', 'PP', 'NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NNP'], ['IN'], ['NN', 'NNS', '.']]"
1236,patients with advanced NPC,"['patients', 'with', 'advanced NPC']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NNP']]"
1239,advanced nasopharyngeal carcinoma :,['advanced nasopharyngeal carcinoma :'],['NP'],"[['JJ', 'NNP', 'NNP', ':']]"
1244,advanced nasopharyngeal carcinoma :,['advanced nasopharyngeal carcinoma :'],['NP'],"[['JJ', 'NNP', 'NNP', ':']]"
1248,people with diabetes,"['people', 'with', 'diabetes']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NN']]"
1252,people with diabetes,"['people', 'with', 'diabetes']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NN']]"
1259,7674 participants with albuminuria data at baseline and at follow-up .,"['7674 participants', 'with', 'albuminuria data', 'at', 'baseline', 'and', 'at', 'follow - up .']","['NP', 'PP', 'NP', 'PP', 'NP', 'PP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['NNP', 'NNS'], ['IN'], ['NNP'], ['CC'], ['IN'], ['NN', 'HYPH', 'NN', '.']]"
1260,7674 participants with albuminuria data at baseline and at follow-up,"['7674 participants', 'with', 'albuminuria data', 'at', 'baseline and', 'at', 'follow - up']","['NP', 'PP', 'NP', 'PP', 'NP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['NNP', 'NNS'], ['IN'], ['NNP', 'CC'], ['IN'], ['NN', 'HYPH', 'NN']]"
1261,"Inclusion criteria were known vascular disease or diabetes plus one other cardiovascular risk factor , exclusion criteria included heart failure or known impaired left ventricular function , dipstick-positive proteinuria ( > 1+ ) , and serum creatinine > 2.3 mg/dl ( 200 microM ) .","['Inclusion criteria', 'were', 'known vascular disease or diabetes plus one other cardiovascular risk factor , exclusion criteria', 'included', 'heart failure or known impaired left ventricular function , dipstick - positive proteinuria ( > 1 + ) , and serum creatinine > 2.3 mg / dl ( 200 microM )', '.']","['NP', 'VP', 'NP', 'VP', 'NP', 'S']","[['NN', 'NNS'], ['VBD'], ['VBN', 'JJ', 'NN', 'CC', 'NN', 'CC', 'CD', 'JJ', 'JJ', 'NN', 'NN', ',', 'NN', 'NNS'], ['VBD'], ['NN', 'NN', 'CC', 'VBN', 'JJ', 'JJ', 'JJ', 'NN', ',', 'JJ', 'HYPH', 'JJ', 'NN', '-LRB-', 'NNP', 'CD', 'CC', '-RRB-', ',', 'CC', 'NN', 'NNP', 'XX', 'CD', 'NNP', 'SYM', 'NNP', '-LRB-', 'CD', 'NNP', '-RRB-'], ['.']]"
1275,People without and with diabetes who are at high risk for cardiovascular disease,"['People', 'without and', 'with', 'diabetes', 'who', 'are', 'at', 'high risk', 'for', 'cardiovascular disease']","['NP', 'PP', 'PP', 'NP', 'WHNP', 'VP', 'PP', 'NP', 'PP', 'NP']","[['NNS'], ['IN', 'CC'], ['IN'], ['NNS'], ['WP'], ['VBP'], ['IN'], ['JJ', 'NN'], ['IN'], ['JJ', 'NN']]"
1278,nondiabetic and in diabetic people .,"['nondiabetic', 'and', 'in', 'diabetic people', '.']","['ADJP', 'FRAG', 'PP', 'NP', 'FRAG']","[['JJ'], ['CC'], ['IN'], ['JJ', 'NNS'], ['.']]"
1280,nondiabetic and in diabetic people .,"['nondiabetic', 'and', 'in', 'diabetic people', '.']","['ADJP', 'FRAG', 'PP', 'NP', 'FRAG']","[['JJ'], ['CC'], ['IN'], ['JJ', 'NNS'], ['.']]"
1285,in people at high cardiovascular risk :,"['in', 'people', 'at', 'high cardiovascular risk', ':']","['PP', 'NP', 'PP', 'NP', 'PP']","[['IN'], ['NNS'], ['IN'], ['JJ', 'JJ', 'NN'], [':']]"
1287,people at high cardiovascular risk,"['people', 'at', 'high cardiovascular risk']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'JJ', 'NN']]"
1288,for colonoscopy,"['for', 'colonoscopy']","['PP', 'NP']","[['IN'], ['NN']]"
1299,100 adult patients,['100 adult patients'],['NP'],"[['CD', 'NN', 'NNS']]"
1300,100 adult patients,['100 adult patients'],['NP'],"[['CD', 'NN', 'NNS']]"
1328,colonoscopy,['colonoscopy'],['NP'],[['NNP']]
1341,outpatient colonoscopy .,['outpatient colonoscopy .'],['NP'],"[['NNP', 'NNP', '.']]"
1346,outpatient colonoscopy .,['outpatient colonoscopy .'],['NP'],"[['NNP', 'NNP', '.']]"
1352,Twenty-nine IDDM patients with borderline hypertension,"['Twenty - nine IDDM patients', 'with', 'borderline hypertension']","['NP', 'PP', 'NP']","[['CD', 'HYPH', 'CD', 'NNP', 'NNS'], ['IN'], ['NN', 'NN']]"
1355,Twenty-nine IDDM patients with borderline hypertension,"['Twenty - nine IDDM patients', 'with', 'borderline hypertension']","['NP', 'PP', 'NP']","[['CD', 'HYPH', 'CD', 'NNP', 'NNS'], ['IN'], ['NN', 'NN']]"
1381,diabetic patients with borderline hypertension .,"['diabetic patients', 'with', 'borderline hypertension .']","['NP', 'PP', 'NP']","[['JJ', 'NNS'], ['IN'], ['JJ', 'NN', '.']]"
1384,diabetic patients with borderline hypertension .,"['diabetic patients', 'with', 'borderline hypertension .']","['NP', 'PP', 'NP']","[['JJ', 'NNS'], ['IN'], ['JJ', 'NN', '.']]"
1387,borderline hypertensive patients with IDDM-type diabetes mellitus .,"['borderline hypertensive patients', 'with', 'IDDM - type diabetes mellitus .']","['NP', 'PP', 'NP']","[['VB', 'JJ', 'NNS'], ['IN'], ['NN', 'HYPH', 'NN', 'NN', 'NN', '.']]"
1391,borderline hypertensive patients with IDDM-type diabetes mellitus .,"['borderline hypertensive patients', 'with', 'IDDM - type diabetes mellitus .']","['NP', 'PP', 'NP']","[['VB', 'JJ', 'NNS'], ['IN'], ['NN', 'HYPH', 'NN', 'NN', 'NN', '.']]"
1403,"control infants , compared to infants with different gastrointestinal diseases , before and after treatment of their disease .","['control infants', ',', 'compared', 'to', 'infants', 'with', 'different gastrointestinal diseases', ',', 'before and after', 'treatment', 'of', 'their disease', '.']","['NP', 'FRAG', 'PP', 'PP', 'NP', 'PP', 'NP', 'PP', 'PP', 'NP', 'PP', 'NP', 'FRAG']","[['NN', 'NNS'], [','], ['VBN'], ['IN'], ['NNS'], ['IN'], ['JJ', 'JJ', 'NNS'], [','], ['RB', 'CC', 'IN'], ['NN'], ['IN'], ['PRP$', 'NN'], ['.']]"
1409,infants with different gastrointestinal diseases,"['infants', 'with', 'different gastrointestinal diseases']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'JJ', 'NNS']]"
1412,21 patients ( age 0-2 months ) and 40 healthy infants ( age 0-2 months ),['21 patients ( age 0 - 2 months ) and 40 healthy infants ( age 0 - 2 months )'],['NP'],"[['CD', 'NNS', '-LRB-', 'NN', 'CD', 'SYM', 'CD', 'NNS', '-RRB-', 'CC', 'CD', 'JJ', 'NNS', '-LRB-', 'NN', 'CD', 'SYM', 'CD', 'NNS', '-RRB-']]"
1413,21 patients,['21 patients'],['NP'],"[['CD', 'NNS']]"
1414,age 0-2 months,['age 0 - 2 months'],['NP'],"[['NN', 'CD', 'SYM', 'CD', 'NNS']]"
1415,40 healthy infants,['40 healthy infants'],['NP'],"[['CD', 'JJ', 'NNS']]"
1416,age 0-2 months,['age 0 - 2 months'],['NP'],"[['NN', 'CD', 'SYM', 'CD', 'NNS']]"
1417,"patients suffered from partial or total intestinal obstruction , necrotizing enterocolitis or pyloric stenosis.All infants were fasting","['patients', 'suffered', 'from', 'partial or total', 'intestinal obstruction , necrotizing enterocolitis or pyloric stenosis', '.', 'All infants', 'were', 'fasting']","['NP', 'VP', 'PP', 'ADJP', 'NP', 'VP', 'NP', 'VP', 'VP']","[['NNS'], ['VBD'], ['IN'], ['JJ', 'CC', 'JJ'], ['JJ', 'NN', ',', 'VBG', 'NN', 'CC', 'JJ', 'NN'], ['.'], ['DT', 'NNS'], ['VBD'], ['VBG']]"
1418,"patients suffered from partial or total intestinal obstruction , necrotizing enterocolitis or pyloric stenosis.All infants were fasting","['patients', 'suffered', 'from', 'partial or total', 'intestinal obstruction , necrotizing enterocolitis or pyloric stenosis', '.', 'All infants', 'were', 'fasting']","['NP', 'VP', 'PP', 'ADJP', 'NP', 'VP', 'NP', 'VP', 'VP']","[['NNS'], ['VBD'], ['IN'], ['JJ', 'CC', 'JJ'], ['JJ', 'NN', ',', 'VBG', 'NN', 'CC', 'JJ', 'NN'], ['.'], ['DT', 'NNS'], ['VBD'], ['VBG']]"
