,split_0,split_1,split_2,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index,split_anchor_type,ID,Type,Index,ann_section,ann_source,order_cluster
71,Anti-emetic efficacy of prophylactic granisetron compared with perphenazine for the,prevention,of post-operative vomiting in children .,"['Anti-emetic', 'efficacy', 'of', 'prophylactic', 'granisetron', 'compared', 'with', 'perphenazine', 'for', 'the', 'prevention', 'of', 'post-operative', 'vomiting', 'in', 'children', '.']","(10, 11)","(83, 93)",-1,hl_o,10390665,Title,0,test,gold,4039.0
72,We have compared the efficacy of granisetron with perphenazine in the prevention of vomiting after,tonsillectomy with or without adenoidectomy in children .,,"['We', 'have', 'compared', 'the', 'efficacy', 'of', 'granisetron', 'with', 'perphenazine', 'in', 'the', 'prevention', 'of', 'vomiting', 'after', 'tonsillectomy', 'with', 'or', 'without', 'adenoidectomy', 'in', 'children', '.']","(15, 23)","(98, 155)",-1,ss_p,10390665,Abstract,0,test,gold,3716.0
73,We have compared the efficacy of,granisetron,with perphenazine in the prevention of vomiting after tonsillectomy with or without adenoidectomy in children .,"['We', 'have', 'compared', 'the', 'efficacy', 'of', 'granisetron', 'with', 'perphenazine', 'in', 'the', 'prevention', 'of', 'vomiting', 'after', 'tonsillectomy', 'with', 'or', 'without', 'adenoidectomy', 'in', 'children', '.']","(6, 7)","(32, 43)",-1,ss_i,10390665,Abstract,0,test,gold,5434.0
74,We have compared the efficacy of granisetron with,perphenazine,in the prevention of vomiting after tonsillectomy with or without adenoidectomy in children .,"['We', 'have', 'compared', 'the', 'efficacy', 'of', 'granisetron', 'with', 'perphenazine', 'in', 'the', 'prevention', 'of', 'vomiting', 'after', 'tonsillectomy', 'with', 'or', 'without', 'adenoidectomy', 'in', 'children', '.']","(8, 9)","(49, 61)",-1,ss_i,10390665,Abstract,0,test,gold,5626.0
75,We have compared the,efficacy,of granisetron with perphenazine in the prevention of vomiting after tonsillectomy with or without adenoidectomy in children .,"['We', 'have', 'compared', 'the', 'efficacy', 'of', 'granisetron', 'with', 'perphenazine', 'in', 'the', 'prevention', 'of', 'vomiting', 'after', 'tonsillectomy', 'with', 'or', 'without', 'adenoidectomy', 'in', 'children', '.']","(4, 5)","(20, 28)",-1,ss_o,10390665,Abstract,0,test,gold,4847.0
76,We have compared the efficacy of granisetron with perphenazine in the prevention of vomiting after,tonsillectomy with or without adenoidectomy,in children .,"['We', 'have', 'compared', 'the', 'efficacy', 'of', 'granisetron', 'with', 'perphenazine', 'in', 'the', 'prevention', 'of', 'vomiting', 'after', 'tonsillectomy', 'with', 'or', 'without', 'adenoidectomy', 'in', 'children', '.']","(15, 20)","(98, 141)",-1,hl_p,10390665,Abstract,0,test,gold,3717.0
77,We have compared the efficacy of granisetron with perphenazine in the prevention of vomiting after tonsillectomy with or without adenoidectomy in,children,.,"['We', 'have', 'compared', 'the', 'efficacy', 'of', 'granisetron', 'with', 'perphenazine', 'in', 'the', 'prevention', 'of', 'vomiting', 'after', 'tonsillectomy', 'with', 'or', 'without', 'adenoidectomy', 'in', 'children', '.']","(21, 22)","(145, 153)",-1,hl_p,10390665,Abstract,0,test,gold,2149.0
78,We have compared the efficacy of,granisetron,with perphenazine in the prevention of vomiting after tonsillectomy with or without adenoidectomy in children .,"['We', 'have', 'compared', 'the', 'efficacy', 'of', 'granisetron', 'with', 'perphenazine', 'in', 'the', 'prevention', 'of', 'vomiting', 'after', 'tonsillectomy', 'with', 'or', 'without', 'adenoidectomy', 'in', 'children', '.']","(6, 7)","(32, 43)",-1,hl_i,10390665,Abstract,0,test,gold,5433.0
79,We have compared the efficacy of granisetron with,perphenazine,in the prevention of vomiting after tonsillectomy with or without adenoidectomy in children .,"['We', 'have', 'compared', 'the', 'efficacy', 'of', 'granisetron', 'with', 'perphenazine', 'in', 'the', 'prevention', 'of', 'vomiting', 'after', 'tonsillectomy', 'with', 'or', 'without', 'adenoidectomy', 'in', 'children', '.']","(8, 9)","(49, 61)",-1,hl_i,10390665,Abstract,0,test,gold,5625.0
80,We have compared the,efficacy,of granisetron with perphenazine in the prevention of vomiting after tonsillectomy with or without adenoidectomy in children .,"['We', 'have', 'compared', 'the', 'efficacy', 'of', 'granisetron', 'with', 'perphenazine', 'in', 'the', 'prevention', 'of', 'vomiting', 'after', 'tonsillectomy', 'with', 'or', 'without', 'adenoidectomy', 'in', 'children', '.']","(4, 5)","(20, 28)",-1,hl_o,10390665,Abstract,0,test,gold,4846.0
81,"In a prospective , randomized , double-blind study ,","90 paediatric patients , ASA I , aged 4-10 years",", received granisetron 40 mg kg-1 or perphenazine 70 mg kg-1 ( n = 45 each ) intravenously immediately after an inhalation induction of anaesthesia .","['In', 'a', 'prospective', ',', 'randomized', ',', 'double-blind', 'study', ',', '90', 'paediatric', 'patients', ',', 'ASA', 'I', ',', 'aged', '4-10', 'years', ',', 'received', 'granisetron', '40', 'mg', 'kg-1', 'or', 'perphenazine', '70', 'mg', 'kg-1', '(', 'n', '=', '45', 'each', ')', 'intravenously', 'immediately', 'after', 'an', 'inhalation', 'induction', 'of', 'anaesthesia', '.']","(9, 19)","(52, 100)",-1,ss_p,10390665,Abstract,1,test,gold,2039.0
82,"In a prospective , randomized , double-blind study , 90 paediatric patients , ASA I , aged 4-10 years , received",granisetron,40 mg kg-1 or perphenazine 70 mg kg-1 ( n = 45 each ) intravenously immediately after an inhalation induction of anaesthesia .,"['In', 'a', 'prospective', ',', 'randomized', ',', 'double-blind', 'study', ',', '90', 'paediatric', 'patients', ',', 'ASA', 'I', ',', 'aged', '4-10', 'years', ',', 'received', 'granisetron', '40', 'mg', 'kg-1', 'or', 'perphenazine', '70', 'mg', 'kg-1', '(', 'n', '=', '45', 'each', ')', 'intravenously', 'immediately', 'after', 'an', 'inhalation', 'induction', 'of', 'anaesthesia', '.']","(21, 22)","(112, 123)",-1,ss_i,10390665,Abstract,1,test,gold,5432.0
83,"In a prospective , randomized , double-blind study , 90 paediatric patients , ASA I , aged 4-10 years , received granisetron 40 mg kg-1 or",perphenazine,70 mg kg-1 ( n = 45 each ) intravenously immediately after an inhalation induction of anaesthesia .,"['In', 'a', 'prospective', ',', 'randomized', ',', 'double-blind', 'study', ',', '90', 'paediatric', 'patients', ',', 'ASA', 'I', ',', 'aged', '4-10', 'years', ',', 'received', 'granisetron', '40', 'mg', 'kg-1', 'or', 'perphenazine', '70', 'mg', 'kg-1', '(', 'n', '=', '45', 'each', ')', 'intravenously', 'immediately', 'after', 'an', 'inhalation', 'induction', 'of', 'anaesthesia', '.']","(26, 27)","(138, 150)",-1,ss_i,10390665,Abstract,1,test,gold,5624.0
84,"In a prospective , randomized , double-blind study ,",90 paediatric patients,", ASA I , aged 4-10 years , received granisetron 40 mg kg-1 or perphenazine 70 mg kg-1 ( n = 45 each ) intravenously immediately after an inhalation induction of anaesthesia .","['In', 'a', 'prospective', ',', 'randomized', ',', 'double-blind', 'study', ',', '90', 'paediatric', 'patients', ',', 'ASA', 'I', ',', 'aged', '4-10', 'years', ',', 'received', 'granisetron', '40', 'mg', 'kg-1', 'or', 'perphenazine', '70', 'mg', 'kg-1', '(', 'n', '=', '45', 'each', ')', 'intravenously', 'immediately', 'after', 'an', 'inhalation', 'induction', 'of', 'anaesthesia', '.']","(9, 12)","(52, 74)",-1,hl_p,10390665,Abstract,1,test,gold,3755.0
85,"In a prospective , randomized , double-blind study , 90 paediatric patients ,",ASA I,", aged 4-10 years , received granisetron 40 mg kg-1 or perphenazine 70 mg kg-1 ( n = 45 each ) intravenously immediately after an inhalation induction of anaesthesia .","['In', 'a', 'prospective', ',', 'randomized', ',', 'double-blind', 'study', ',', '90', 'paediatric', 'patients', ',', 'ASA', 'I', ',', 'aged', '4-10', 'years', ',', 'received', 'granisetron', '40', 'mg', 'kg-1', 'or', 'perphenazine', '70', 'mg', 'kg-1', '(', 'n', '=', '45', 'each', ')', 'intravenously', 'immediately', 'after', 'an', 'inhalation', 'induction', 'of', 'anaesthesia', '.']","(13, 15)","(77, 82)",-1,hl_p,10390665,Abstract,1,test,gold,1084.0
86,"In a prospective , randomized , double-blind study , 90 paediatric patients , ASA I ,",aged 4-10 years,", received granisetron 40 mg kg-1 or perphenazine 70 mg kg-1 ( n = 45 each ) intravenously immediately after an inhalation induction of anaesthesia .","['In', 'a', 'prospective', ',', 'randomized', ',', 'double-blind', 'study', ',', '90', 'paediatric', 'patients', ',', 'ASA', 'I', ',', 'aged', '4-10', 'years', ',', 'received', 'granisetron', '40', 'mg', 'kg-1', 'or', 'perphenazine', '70', 'mg', 'kg-1', '(', 'n', '=', '45', 'each', ')', 'intravenously', 'immediately', 'after', 'an', 'inhalation', 'induction', 'of', 'anaesthesia', '.']","(16, 19)","(85, 100)",-1,hl_p,10390665,Abstract,1,test,gold,2028.0
87,"In a prospective , randomized , double-blind study , 90 paediatric patients , ASA I , aged 4-10 years , received",granisetron,40 mg kg-1 or perphenazine 70 mg kg-1 ( n = 45 each ) intravenously immediately after an inhalation induction of anaesthesia .,"['In', 'a', 'prospective', ',', 'randomized', ',', 'double-blind', 'study', ',', '90', 'paediatric', 'patients', ',', 'ASA', 'I', ',', 'aged', '4-10', 'years', ',', 'received', 'granisetron', '40', 'mg', 'kg-1', 'or', 'perphenazine', '70', 'mg', 'kg-1', '(', 'n', '=', '45', 'each', ')', 'intravenously', 'immediately', 'after', 'an', 'inhalation', 'induction', 'of', 'anaesthesia', '.']","(21, 22)","(112, 123)",-1,hl_i,10390665,Abstract,1,test,gold,5431.0
88,"In a prospective , randomized , double-blind study , 90 paediatric patients , ASA I , aged 4-10 years , received granisetron 40 mg kg-1 or",perphenazine,70 mg kg-1 ( n = 45 each ) intravenously immediately after an inhalation induction of anaesthesia .,"['In', 'a', 'prospective', ',', 'randomized', ',', 'double-blind', 'study', ',', '90', 'paediatric', 'patients', ',', 'ASA', 'I', ',', 'aged', '4-10', 'years', ',', 'received', 'granisetron', '40', 'mg', 'kg-1', 'or', 'perphenazine', '70', 'mg', 'kg-1', '(', 'n', '=', '45', 'each', ')', 'intravenously', 'immediately', 'after', 'an', 'inhalation', 'induction', 'of', 'anaesthesia', '.']","(26, 27)","(138, 150)",-1,hl_i,10390665,Abstract,1,test,gold,5623.0
89,A standard general anaesthetic technique was employed throughout .,,,"['A', 'standard', 'general', 'anaesthetic', 'technique', 'was', 'employed', 'throughout', '.']",,,,,10390665,Abstract,2,test,gold,
90,"A complete response , defined as no emesis with no need for another rescue antiemetic , during the first 3 h ( 0-3 h ) after anesthesia was 87 % with",granisetron,and 78 % with perphenazine ( P = 0.204 ) .,"['A', 'complete', 'response', ',', 'defined', 'as', 'no', 'emesis', 'with', 'no', 'need', 'for', 'another', 'rescue', 'antiemetic', ',', 'during', 'the', 'first', '3', 'h', '(', '0-3', 'h', ')', 'after', 'anesthesia', 'was', '87', '%', 'with', 'granisetron', 'and', '78', '%', 'with', 'perphenazine', '(', 'P', '=', '0.204', ')', '.']","(31, 32)","(149, 160)",-1,ss_i,10390665,Abstract,3,test,gold,5430.0
91,"A complete response , defined as no emesis with no need for another rescue antiemetic , during the first 3 h ( 0-3 h ) after anesthesia was 87 % with granisetron and 78 % with",perphenazine,( P = 0.204 ) .,"['A', 'complete', 'response', ',', 'defined', 'as', 'no', 'emesis', 'with', 'no', 'need', 'for', 'another', 'rescue', 'antiemetic', ',', 'during', 'the', 'first', '3', 'h', '(', '0-3', 'h', ')', 'after', 'anesthesia', 'was', '87', '%', 'with', 'granisetron', 'and', '78', '%', 'with', 'perphenazine', '(', 'P', '=', '0.204', ')', '.']","(36, 37)","(175, 187)",-1,ss_i,10390665,Abstract,3,test,gold,5622.0
92,A,"complete response , defined as no emesis with no need for another rescue antiemetic",", during the first 3 h ( 0-3 h ) after anesthesia was 87 % with granisetron and 78 % with perphenazine ( P = 0.204 ) .","['A', 'complete', 'response', ',', 'defined', 'as', 'no', 'emesis', 'with', 'no', 'need', 'for', 'another', 'rescue', 'antiemetic', ',', 'during', 'the', 'first', '3', 'h', '(', '0-3', 'h', ')', 'after', 'anesthesia', 'was', '87', '%', 'with', 'granisetron', 'and', '78', '%', 'with', 'perphenazine', '(', 'P', '=', '0.204', ')', '.']","(1, 15)","(1, 84)",-1,ss_o,10390665,Abstract,3,test,gold,5893.0
93,"A complete response , defined as no emesis with no need for another rescue antiemetic , during the first 3 h ( 0-3 h ) after anesthesia was 87 % with",granisetron,and 78 % with perphenazine ( P = 0.204 ) .,"['A', 'complete', 'response', ',', 'defined', 'as', 'no', 'emesis', 'with', 'no', 'need', 'for', 'another', 'rescue', 'antiemetic', ',', 'during', 'the', 'first', '3', 'h', '(', '0-3', 'h', ')', 'after', 'anesthesia', 'was', '87', '%', 'with', 'granisetron', 'and', '78', '%', 'with', 'perphenazine', '(', 'P', '=', '0.204', ')', '.']","(31, 32)","(149, 160)",-1,hl_i,10390665,Abstract,3,test,gold,5429.0
94,"A complete response , defined as no emesis with no need for another rescue antiemetic , during the first 3 h ( 0-3 h ) after anesthesia was 87 % with granisetron and 78 % with",perphenazine,( P = 0.204 ) .,"['A', 'complete', 'response', ',', 'defined', 'as', 'no', 'emesis', 'with', 'no', 'need', 'for', 'another', 'rescue', 'antiemetic', ',', 'during', 'the', 'first', '3', 'h', '(', '0-3', 'h', ')', 'after', 'anesthesia', 'was', '87', '%', 'with', 'granisetron', 'and', '78', '%', 'with', 'perphenazine', '(', 'P', '=', '0.204', ')', '.']","(36, 37)","(175, 187)",-1,hl_i,10390665,Abstract,3,test,gold,5621.0
95,A,"complete response , defined as no emesis with no need for another rescue antiemetic",", during the first 3 h ( 0-3 h ) after anesthesia was 87 % with granisetron and 78 % with perphenazine ( P = 0.204 ) .","['A', 'complete', 'response', ',', 'defined', 'as', 'no', 'emesis', 'with', 'no', 'need', 'for', 'another', 'rescue', 'antiemetic', ',', 'during', 'the', 'first', '3', 'h', '(', '0-3', 'h', ')', 'after', 'anesthesia', 'was', '87', '%', 'with', 'granisetron', 'and', '78', '%', 'with', 'perphenazine', '(', 'P', '=', '0.204', ')', '.']","(1, 15)","(1, 84)",-1,hl_o,10390665,Abstract,3,test,gold,5894.0
96,The,corresponding incidence,during the next 21 h ( 3-24 h ) after anaesthesia was 87 % and 62 % ( P = 0.007 ) .,"['The', 'corresponding', 'incidence', 'during', 'the', 'next', '21', 'h', '(', '3-24', 'h', ')', 'after', 'anaesthesia', 'was', '87', '%', 'and', '62', '%', '(', 'P', '=', '0.007', ')', '.']","(1, 3)","(3, 26)",-1,ss_o,10390665,Abstract,4,test,gold,3352.0
97,The,corresponding incidence,during the next 21 h ( 3-24 h ) after anaesthesia was 87 % and 62 % ( P = 0.007 ) .,"['The', 'corresponding', 'incidence', 'during', 'the', 'next', '21', 'h', '(', '3-24', 'h', ')', 'after', 'anaesthesia', 'was', '87', '%', 'and', '62', '%', '(', 'P', '=', '0.007', ')', '.']","(1, 3)","(3, 26)",-1,hl_o,10390665,Abstract,4,test,gold,3353.0
98,No clinically serious,adverse events,were observed in any of the groups .,"['No', 'clinically', 'serious', 'adverse', 'events', 'were', 'observed', 'in', 'any', 'of', 'the', 'groups', '.']","(3, 5)","(21, 35)",-1,ss_o,10390665,Abstract,5,test,gold,3072.0
99,No clinically serious,adverse events,were observed in any of the groups .,"['No', 'clinically', 'serious', 'adverse', 'events', 'were', 'observed', 'in', 'any', 'of', 'the', 'groups', '.']","(3, 5)","(21, 35)",-1,hl_o,10390665,Abstract,5,test,gold,3073.0
100,We conclude that granisetron is a better anti-emetic than perphenazine for the long-term prevention of post-operative vomiting in,children undergoing general anaesthesia for tonsillectomy .,,"['We', 'conclude', 'that', 'granisetron', 'is', 'a', 'better', 'anti-emetic', 'than', 'perphenazine', 'for', 'the', 'long-term', 'prevention', 'of', 'post-operative', 'vomiting', 'in', 'children', 'undergoing', 'general', 'anaesthesia', 'for', 'tonsillectomy', '.']","(18, 25)","(129, 188)",-1,ss_p,10390665,Abstract,6,test,gold,3714.0
101,We conclude that,granisetron,is a better anti-emetic than perphenazine for the long-term prevention of post-operative vomiting in children undergoing general anaesthesia for tonsillectomy .,"['We', 'conclude', 'that', 'granisetron', 'is', 'a', 'better', 'anti-emetic', 'than', 'perphenazine', 'for', 'the', 'long-term', 'prevention', 'of', 'post-operative', 'vomiting', 'in', 'children', 'undergoing', 'general', 'anaesthesia', 'for', 'tonsillectomy', '.']","(3, 4)","(16, 27)",-1,ss_i,10390665,Abstract,6,test,gold,5428.0
102,We conclude that granisetron is a better anti-emetic than,perphenazine,for the long-term prevention of post-operative vomiting in children undergoing general anaesthesia for tonsillectomy .,"['We', 'conclude', 'that', 'granisetron', 'is', 'a', 'better', 'anti-emetic', 'than', 'perphenazine', 'for', 'the', 'long-term', 'prevention', 'of', 'post-operative', 'vomiting', 'in', 'children', 'undergoing', 'general', 'anaesthesia', 'for', 'tonsillectomy', '.']","(9, 10)","(57, 69)",-1,ss_i,10390665,Abstract,6,test,gold,5620.0
103,We conclude that granisetron is a better anti-emetic than perphenazine for the,long-term prevention of post-operative vomiting,in children undergoing general anaesthesia for tonsillectomy .,"['We', 'conclude', 'that', 'granisetron', 'is', 'a', 'better', 'anti-emetic', 'than', 'perphenazine', 'for', 'the', 'long-term', 'prevention', 'of', 'post-operative', 'vomiting', 'in', 'children', 'undergoing', 'general', 'anaesthesia', 'for', 'tonsillectomy', '.']","(12, 17)","(78, 125)",-1,ss_o,10390665,Abstract,6,test,gold,2688.0
104,We conclude that granisetron is a better anti-emetic than perphenazine for the long-term prevention of post-operative vomiting in,children undergoing general anaesthesia for tonsillectomy,.,"['We', 'conclude', 'that', 'granisetron', 'is', 'a', 'better', 'anti-emetic', 'than', 'perphenazine', 'for', 'the', 'long-term', 'prevention', 'of', 'post-operative', 'vomiting', 'in', 'children', 'undergoing', 'general', 'anaesthesia', 'for', 'tonsillectomy', '.']","(18, 24)","(129, 186)",-1,hl_p,10390665,Abstract,6,test,gold,3715.0
