,p,p_src,p_type,i,i_src,i_type,o,o_src,o_type,ID
53,"['subjects > or =50 years of age .', 'subjects > or =50 years of age .', 'Subjects with a negative history for HZ', 'Subjects with a negative history for HZ', 'Enrollment was stratified 1:2 by age ( 50 to 59 years and > or =60 years )', 'Enrollment was stratified 1:2 by age ( 50 to 59 years and > or =60 years )']","[1, 1, 2, 2, 3, 3]","['ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p']","['Zostavax', 'Zostavax', '( Zostavax', '( Zostavax', 'Zostavax', 'Zostavax', 'Zostavax', 'Zostavax', 'Zostavax .', 'Zostavax .']","[0, 0, 1, 1, 1, 1, 12, 12, 0, 0]","['ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i']","['safety', 'immunogenicity', 'safety', 'immunogenicity', 'Safety', 'Safety', 'Varicella-zoster virus ( VZV ) antibody responses', 'glycoprotein enzyme-linked immunosorbent assay ( gpELISA ) .', 'Varicella-zoster virus ( VZV ) antibody responses', 'VZV antibody geometric mean titer ( GMT ;', 'VZV antibody geometric mean rise ( GMR ;', 'incidence of vaccine-related serious adverse experiences ( AEs )', 'VZV antibody geometric mean titer ( GMT', 'VZV antibody geometric mean rise ( GMR', 'incidence of vaccine-related serious adverse experiences ( AEs )', 'GMTs', 'gpELISA', 'GMT', 'GMTs', 'GMT', 'GMRs', 'GMRs', 'vaccine-related serious AEs', 'safety', 'vaccine-related serious AEs', 'safety', 'injection-site AEs', 'injection-site AEs', 'systemic AEs', 'vaccine-related AEs', 'systemic AEs', 'vaccine-related AEs', 'safety', 'immunogenic', 'safety', 'immunogenic', 'safety', 'immunogenicity']","[1, 1, 1, 1, 4, 4, 5, 5, 5, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 8, 8, 9, 9, 9, 9, 10, 10, 11, 11, 11, 11, 12, 12, 12, 12, 0, 0]","['ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o']",18077611
54,"['patients with early breast cancer', 'patients with early breast cancer', 'patients with early breast cancer :', 'European', 'patients with early breast cancer :']","[0, 0, 0, 0, 0]","['ss_p', 'hl_p', 'ss_p', 'ss_p', 'hl_p']","['epirubicin', 'epirubicin', 'fluorouracil/epirubicin/cyclophosphamide ( FEC )', 'FEC ( 60 )', 'FEC ( 100 )', 'fluorouracil/epirubicin/cyclophosphamide ( FEC )', 'FEC ( 100 )', 'FEC', 'FEC', 'FEC ( 75 )', 'FEC ( 90 )', 'FEC ( 75 )', 'FEC ( 90 )', 'pegfilgrastim', 'pegfilgrastim', 'FEC ( 75 )', 'FEC ( 90 )', 'FEC ( 75 )', 'FEC ( 90 )', 'FEC ( 75 )', 'FEC ( 90 )', '( FEC ( 90 ) )', 'FEC ( 90 )', 'FEC ( 90 )', 'FEC ( 90 )', '( FEC ( 90 ) )', '( FEC ( 90 ) )', 'FEC ( 75', 'FEC ( 90 )', 'pegfilgrastim', 'FEC ( 75', 'FEC ( 90 )', 'FEC', 'FEC']","[0, 0, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3, 3, 4, 4, 5, 5, 6, 6, 6, 6, 8, 8, 9, 9, 12, 12, 13, 13, 13, 13, 13, 0, 0]","['ss_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i']","['feasibility', 'efficacy', 'proportion of subjects receiving > or =85 % relative dose intensity', 'proportion of subjects receiving > or =85 % relative dose intensity', 'adverse events', 'adverse events', 'diarrhoea .', 'diarrhoea .', 'haematological toxicities', 'haematological toxicities', 'febrile neutropenia', 'febrile neutropenia', 'adverse events', 'increases in liver enzymes and gastrointestinal events ;', 'liver enzymes and gastrointestinal events', 'serious adverse events ( vomiting and throat oedema ) .', 'serious adverse events ( vomiting and throat oedema ) .', 'feasible', 'Feasibility']","[2, 5, 5, 5, 7, 7, 8, 8, 9, 9, 10, 10, 11, 11, 11, 12, 12, 13, 0]","['ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o']",18189160
55,"['preschool children with autism', 'preschool children with autism', 'Participants were 58 children ( 46 boys ) with autism between 3 and 4 years of age .', '58 children', '46', 'autism between 3 and 4 years of age', 'young children with autism .', 'young children with autism .', 'autism :', 'autism :']","[0, 0, 1, 1, 1, 1, 7, 7, 0, 0]","['ss_p', 'hl_p', 'ss_p', 'hl_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p']","['joint attention ( JA )', 'symbolic play ( SP )', 'joint attention ( JA )', 'symbolic play ( SP )', 'JA', 'SP', 'JA', 'SP', 'JA', 'SP', 'JA', 'SP', 'JA', 'SP', 'JA', 'SP', 'JA', 'SP', 'JA', 'SP', 'joint attention', 'play interventions .', 'joint attention', 'play interventions .']","[0, 0, 0, 0, 2, 2, 2, 2, 4, 4, 4, 4, 6, 6, 6, 6, 7, 7, 7, 7, 0, 0, 0, 0]","['ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i']","['language outcome', 'language outcome', 'JA skills , SP skills , mother-child interactions , and language development', 'JA skills , SP skills , mother-child interactions , and language development', 'expressive language gains', 'expressive language gains', 'language outcome', 'language outcome', 'Language outcome', 'Language outcome']","[0, 0, 4, 4, 5, 5, 6, 6, 0, 0]","['ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o']",18229990
56,"['GABHS pharyngitis .', 'school-based clinic in New Zealand .', 'school-based clinic in New Zealand', 'Children presenting with GABHS pharyngitis', 'Children', 'GABHS pharyngitis', '353 children with positive throat swabs for GABHS', '353 children with positive throat swabs for GABHS', 'GABHS in children with pharyngitis .', 'GABHS in children with pharyngitis .', 'group A beta-haemolytic streptococcal pharyngitis .', 'beta-haemolytic streptococcal pharyngitis .']","[1, 2, 2, 3, 3, 3, 8, 8, 13, 13, 0, 0]","['ss_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p']","['amoxicillin', 'penicillin V', 'amoxicillin', 'penicillin V', 'amoxicillin', 'penicillin', 'amoxicillin', 'penicillin', 'amoxicillin', 'penicillin', 'amoxicillin', 'penicillin', 'amoxicillin', 'penicillin', 'amoxicillin', 'penicillin', 'amoxicillin', 'penicillin', 'amoxicillin', 'penicillin', 'amoxicillin .', 'amoxicillin .', 'amoxicillin', 'penicillin', 'amoxicillin', 'penicillin', 'amoxicillin', 'penicillin V', 'amoxicillin', 'penicillin V']","[1, 1, 1, 1, 3, 3, 3, 3, 7, 7, 7, 7, 8, 8, 8, 8, 10, 10, 10, 10, 12, 12, 13, 13, 13, 13, 0, 0, 0, 0]","['ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i']","['non-inferiority', 'non-inferiority', 'non-inferiority', 'non-inferiority', 'medication and weekend diary cards', 'Eradication of GABHS', 'follow-up throat cultures', 'Eradication of GABHS', 'GABHS isolates were serotyped', 'bacteriological treatment failures', 'relapses )', 'new acquisitions .', 'bacteriological treatment failures', 'relapses', 'Non-inferiority', 'upper 95 % confidence limit ( CL ) for the difference in success of eradication', 'Non-inferiority', 'upper 95 % CL', 'Treatment failures', 'relapses )', 'Treatment failures', 'relapses', 'resolution of symptoms', 'resolution of symptoms', 'not inferior']","[1, 1, 2, 2, 4, 5, 5, 5, 6, 6, 6, 6, 6, 6, 7, 7, 7, 9, 10, 10, 10, 10, 11, 11, 13]","['ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o']",18337284
57,"['children with Asperger syndrome ( AS ) :', 'children', 'Asperger syndrome ( AS )', 'Forty-nine children with AS', 'Forty-nine children with AS', 'children with AS .', 'children with AS .', 'children with Asperger syndrome :', 'children', 'Asperger syndrome']","[0, 0, 0, 2, 2, 8, 8, 0, 0, 0]","['ss_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p', 'hl_p']","['multi-component social skills intervention', 'multi-component social skills intervention', 'small group sessions , parent training sessions', 'teacher handouts .', 'Junior Detective Training Program', 'Junior Detective Training Program', 'multi-component social skills intervention', 'Junior Detective Training Program .', 'multi-component social skills intervention', 'Junior Detective Training Program .']","[0, 0, 1, 1, 8, 8, 0, 0, 0, 0]","['ss_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i']","['effectiveness', 'effectiveness', 'improvements in social skills', 'parent-report measures .', 'improvements in social skills', 'Teacher-report data', 'social functioning', 'social functioning', 'emotion-management strategies', 'emotion-management strategies', 'facial expression and body-posture recognition measures .', 'facial expression and body-posture recognition measures .', 'effective', 'social skills and emotional understanding', 'social skills and emotional understanding']","[0, 0, 3, 3, 3, 4, 4, 4, 5, 5, 6, 6, 8, 8, 8]","['ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o']",18503531
58,"['school-aged children .', '30 healthy children .', '30 healthy', 'school-aged children', 'school-aged children']","[0, 1, 1, 0, 0]","['ss_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p']","['Lactobacillus GG ( LGG ) and galacto-oligosaccharides ( GOS )', 'LGG', 'Lactobacillus GG ( LGG )', 'galacto-oligosaccharides ( GOS )', 'LGG', 'LGG', 'LGG', 'GOS .', 'LGG', 'LGG', 'GOS .', 'LGG + GOS', 'LGG', 'LGG + GOS', 'LGG', 'LGG', 'LGG', 'LGG', 'GOS', 'LGG', 'GOS', 'LGG', 'GOS', 'LGG', 'GOS', 'GOS .', 'GOS .', 'galacto-oligosaccharides and Lactobacillus GG', 'Lactobacillus GG', 'galacto-oligosaccharides', 'Lactobacillus GG', 'Lactobacillus GG']","[0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 0, 0, 0, 0, 0]","['ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i']","['intestinal microbiota', 'Symptom', 'Fecal samples', 'amount of bifidobacteria', 'amount of bifidobacteria', 'lactobacilli', 'gastrointestinal symptoms , defecation frequency , consistency of stools or ease of defecation', 'lactobacilli', 'gastrointestinal symptoms , defecation frequency , consistency of stools or ease of defecation', 'bifidobacteria', 'prebiotic effect', 'bifidobacteria', 'tolerated', 'bifidobacteria']","[0, 4, 5, 6, 6, 7, 7, 7, 7, 8, 8, 8, 9, 0]","['ss_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o']",18544974
59,"['auditory stimulation', 'Subjects', 'Vibrotactile -- auditory interactions']","[2, 5, 0]","['ss_p', 'hl_p', 'ss_p']","['Vibrotactile stimuli', 'Vibrotactile stimuli', 'vibrotactile stimulus', 'vibrotactile stimulus', 'vibrotactile stimulus', 'vibrotactile stimulus', 'vibrotaction', 'vibrotaction', 'vibrotactile stimuli .', 'vibrotaction', 'vibrotaction', 'vibrotactile stimuli .', 'vibrotaction', 'vibrotaction', 'vibrotaction', 'vibrotaction']","[0, 0, 1, 1, 3, 3, 5, 5, 5, 5, 5, 5, 6, 6, 7, 7]","['ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i']","['compelling auditory sensations', 'auditory tones', 'auditory stimulation ( no tone , tone at detection threshold , tone at 5 dB above threshold , and tone at 10 dB above threshold ) .', 'auditory tones', 'auditory tones', 'nature of this cross-modal interaction .', 'auditory tone .']","[0, 1, 2, 3, 3, 4, 6]","['ss_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o']",18773733
60,"['Madison , WI , USA .', 'Madison , WI , USA', '403 adult , daily smokers without contraindications to bupropion SR use .', '403 adult , daily smokers without contraindications to bupropion SR use', 'smoking cessation .']","[3, 3, 4, 4, 0]","['ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p']","['bupropion sustained-release ( SR )', 'bupropion sustained-release ( SR )', 'bupropion SR', 'bupropion SR', 'bupropion SR', 'bupropion SR', 'bupropion SR', 'bupropion SR', 'bupropion SR', 'placebo', 'bupropion SR', 'placebo', 'bupropion SR', 'Bupropion SR', 'Bupropion SR', 'bupropion SR', 'bupropion SR', 'bupropion SR', 'bupropion sustained-release', 'bupropion sustained-release']","[0, 0, 1, 1, 2, 2, 4, 4, 5, 5, 5, 5, 7, 8, 8, 9, 9, 9, 0, 0]","['ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i']","['putative mediators', 'post-quit abstinence , including withdrawal distress , cigarette craving , positive affect and subjective reactions to cigarettes smoked during a lapse .', 'specificity', 'Ecological momentary assessment ratings of smoking behavior and putative mediators', 'Ecological momentary assessment ratings of smoking behavior and putative mediators', 'short-term abstinence', 'withdrawal distress', 'subjective effects of a lapse cigarette', 'cigarette craving reduction', 'positive affect .', 'short-term abstinence', 'cigarette craving reduction', 'positive affect .', 'point-prevalence abstinence', 'motivation', 'self-efficacy .', 'abstinence', 'efficacy .', 'Psychological mediators']","[0, 0, 1, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 9, 0]","['ss_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o']",18783504
61,"['patients with metastatic breast cancer ( MBC ) .', 'patients with metastatic breast cancer ( MBC ) .', 'MBC ( n = 509 )', 'MBC patients', 'patients', 'metastatic breast cancer', 'metastatic breast cancer']","[0, 0, 1, 10, 10, 0, 0]","['ss_p', 'hl_p', 'ss_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p']","['doxorubicin ( DOX )', 'pegylated liposomal formulation ( PLD )', 'doxorubicin ( DOX )', 'pegylated liposomal formulation ( PLD )', 'DOX', 'PLD', 'DOX', 'PLD', 'DOX', 'PLD', 'DOX', 'PLD', 'PLD )', 'doxorubicin', 'pegylated liposomal doxorubicin :', 'doxorubicin', 'pegylated liposomal doxorubicin']","[0, 0, 0, 0, 1, 1, 1, 1, 7, 7, 7, 7, 10, 0, 0, 0, 0]","['ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i']","['cycle-based risk prediction model for neutropenic complications ( NC )', 'neutropenic complications ( NC )', 'NC', 'absolute neutrophil count < or =1.5 x 10 ( 9 ) cells/L ( ie , > or =grade II ) before the next cycle , febrile neutropenia or neutropenia with a documented infection .', 'NC', 'absolute neutrophil count < or =1.5 x 10 ( 9 ) cells/L', 'febrile neutropenia or neutropenia with a documented infection .', 'Patient and hematologic factors potentially associated with NC', 'risk scoring algorithm', 'Risk factors', 'poor performance status , absolute neutrophil count < or =2.0 x 10 ( 9 ) cells/L', 'age .', 'poor performance status , absolute neutrophil count < or =2.0 x 10 ( 9 ) cells/L', 'age', 'precycle risk score', 'precycle risk score', 'risk', 'NC', 'risk', 'NC', 'NC', 'Identifying patients at high risk for neutropenic complications', 'neutropenic complications']","[0, 0, 3, 3, 3, 3, 3, 4, 6, 7, 7, 7, 7, 7, 8, 8, 9, 9, 9, 10, 10, 0, 0]","['ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o']",18845996
62,"['individuals with autism spectrum disorders ( ASD ) .', 'individuals with autism spectrum disorders ( ASD ) .', 'Children with ASD and typically developing ( TD ) children', 'Children', 'ASD and typically developing ( TD ) children', 'autism']","[1, 1, 4, 4, 4, 0]","['ss_p', 'hl_p', 'ss_p', 'hl_p', 'hl_p', 'hl_p']","[""images of the subjects ' own face and to faces of others ."", 'their own face and a gender-matched other face', 'their own face and a gender-matched other face', 'images', 'self- and other-processing', 'images']","[3, 4, 4, 5, 6, 6]","['ss_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i']","['neural mechanisms', 'fMRI', ""brain responsiveness to images of the subjects ' own face and to faces of others ."", 'brain responsiveness', 'right premotor/prefrontal system', 'right premotor/prefrontal system', 'system', 'neural representations for self and others', 'Neural basis of self and other representation', 'FMRI', 'self-face recognition .', 'self-face recognition']","[2, 3, 3, 3, 5, 5, 6, 7, 0, 0, 0, 0]","['ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o']",18958161
63,"['10 patients in each group .', '10 patients in each group .']","[2, 2]","['ss_p', 'hl_p']","['iopamidol', 'iopamidol', 'iopamidol', 'iopamidol', 'iopamidol', 'iopamidol']","[1, 1, 1, 1, 1, 1]","['ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i']","['difference', 'difference', 'Attenuation values of the bilateral internal carotid arteries ( ICAs ) , basilar artery trunk , bilateral cavernous sinuses ( CSs ) , and Galenic vein', 'four-channel MDCT .', 'Attenuation values of the bilateral internal carotid arteries ( ICAs ) , basilar artery trunk , bilateral cavernous sinuses ( CSs ) , and Galenic vein', 'arteriovenous contrast at the cavernous portion .', 'arteriovenous contrast', 'CT value', 'CT value', 'ICA attenuation', 'intracavernous attenuation', 'ICA attenuation', 'intracavernous attenuation', 'intracranial arteriovenous contrast', 'intracranial arteriovenous contrast']","[0, 0, 3, 3, 3, 4, 4, 5, 5, 6, 6, 6, 6, 0, 0]","['ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o']",18975051
64,"['children with pervasive developmental disorders .', 'children', 'pervasive developmental disorders']","[0, 0, 0]","['ss_p', 'hl_p', 'hl_p']","['risperidone', 'structured parent training', 'risperidone', 'risperidone', 'structured parent training', 'risperidone', 'medication', 'parent training', 'medication', 'medication', 'parent training', 'medication', 'parent training']","[0, 0, 0, 0, 0, 0, 2, 2, 3, 0, 0, 0, 0]","['ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i']","['noncompliance , irritability and adaptive functioning .', 'noncompliance', 'irritability', 'adaptive functioning', 'tantrums , aggression and self-injury ;', 'noncompliance and adaptive functioning .', 'tantrums', 'aggression', 'self-injury', 'noncompliance and adaptive functioning .', 'symptom', 'functional', 'symptom', 'functional', 'effects']","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 5]","['ss_o', 'hl_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o']",19096921
65,"['breast cancer surgery in Japanese patients .', 'breast cancer surgery in Japanese patients .', 'Japanese women', 'Japanese women', 'A total of 100 women ( mean [ SD ] age , 52 [ 7 ] years ; height , 154 [ 6 ] cm ; weight , 54 [ 7 ] kg )', '100', 'mean [ SD ] age , 52 [ 7 ] years', 'height , 154 [ 6 ] cm', 'weight , 54 [ 7 ] kg', 'Japanese women who underwent breast cancer surgery .', 'breast cancer surgery :', 'Japanese patients .', 'breast cancer surgery :', 'Japanese patients .']","[3, 3, 4, 4, 9, 9, 9, 9, 9, 15, 0, 0, 0, 0]","['ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p', 'hl_p', 'hl_p', 'hl_p', 'ss_p', 'ss_p', 'ss_p', 'hl_p', 'hl_p']","['propofol', 'placebo', 'propofol', 'placebo', 'propofol', 'droperidol', 'metoclopramide', 'propofol', 'droperidol', 'metoclopramide', 'propofol', 'droperidol', 'metoclopramide', 'placebo ( isotonic saline )', 'propofol', 'droperidol', 'metoclopramide', 'placebo ( isotonic saline )', 'sevoflurane', 'oxygen', 'propofol', 'droperidol', 'metoclopramide', 'placebo', 'propofol', 'droperidol', 'metoclopramide', 'placebo', 'propofol', 'droperidol', 'propofol', 'droperidol', 'metoclopramide', 'propofol', 'droperidol', 'propofol', 'droperidol', 'metoclopramide', 'propofol', 'droperidol', 'propofol', 'droperidol', 'propofol', 'droperidol', 'metoclopramide', 'placebo .', 'propofol', 'droperidol', 'metoclopramide', 'placebo .', 'propofol , droperidol', 'metoclopramide', 'propofol', 'droperidol', 'metoclopramide']","[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 12, 12, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 15, 15, 15, 15, 16, 16, 16, 16, 16, 16, 16, 16, 0, 0, 0, 0, 0]","['ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i']","['incidence of postoperative nausea and vomiting ( PONV ) .', 'postoperative nausea and vomiting ( PONV )', 'PONV .', 'PONV .', 'PONV', 'PONV', 'efficacy', 'prophylaxis of PONV', 'efficacy', 'PONV', 'episodes of PONV during the first 24 hours after anesthesia administration', 'PONV', 'extrapyramidal symptoms .', 'extrapyramidal symptoms .', 'patient demographics , surgery type , or awakening time .', 'prevalences of PONV 0 to 24 hours', 'PONV', 'prevalence of PONV', 'prevalences of PONV', 'PONV', 'PONV', 'Extrapyramidal symptoms', 'Extrapyramidal symptoms', 'prevalences of PONV', 'PONV', 'prevalences of PONV', 'PONV', 'prophylaxis of postoperative nausea and vomiting', 'postoperative nausea and vomiting']","[0, 0, 1, 1, 2, 2, 3, 3, 3, 3, 6, 6, 7, 7, 11, 12, 12, 13, 13, 13, 13, 14, 14, 15, 15, 16, 16, 0, 0]","['ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o']",19108790
