,split_0,split_1,split_2,c_senttype,c_sentparts,c_subj_full,c_subj_split,c_subj_span0,c_subj_span1,c_subj_cspan0,c_subj_cspan1,c_verb_full,c_verb_split,c_verb_span0,c_verb_span1,c_verb_cspan0,c_verb_cspan1,c_subj_list,c_verb_list,d_averb,d_averb_s,d_averb_o,d_averb_relation,d_averb_split,d_averb_span0,d_averb_span1,d_averb_cspan0,d_averb_cspan1,d_root,d_root_full,d_root_s,d_root_o,d_root_split,d_root_span0,d_root_span1,d_root_cspan0,d_root_cspan1,fverb,fword,d_apos,d_apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index
25,"As a crucial component in task-oriented dialog systems, the Natural Language Generation (NLG) module converts a dialog act represented in a semantic form into a response in natural language.",,,S,"['PP', ',', 'NP', 'VP', '.']",the Natural Language Generation NLG module,0.0,59.0,105.0,59.0,105.0,converts,0.0,106.0,114.0,106.0,114.0,"['the', 'Natural', 'Language', 'Generation', 'NLG', 'module']",['converts'],,,,,,,,,,module,module,"['As a crucial component in task - oriented dialog systems , the Natural Language Generation ( NLG )']",['converts a dialog act represented in a semantic form into a response in natural language .'],0,99,106,99,106,,,,,https://www.semanticscholar.org/paper/Few-shot-Natural-Language-Generation-for-Dialog-Peng-Zhu/080872cc51dffa3b72d3870f968fc296d33922a7,3,Abstract,0,"As a crucial component in task-oriented dialog systems, the Natural Language Generation (NLG) module converts a dialog act represented in a semantic form into a response in natural language.","['As', 'a', 'crucial', 'component', 'in', 'task-oriented', 'dialog', 'systems,', 'the', 'Natural', 'Language', 'Generation', '(NLG)', 'module', 'converts', 'a', 'dialog', 'act', 'represented', 'in', 'a', 'semantic', 'form', 'into', 'a', 'response', 'in', 'natural', 'language.']",,,
26,"The success of traditional template-based or statistical models typically relies on heavily annotated data, which is infeasible for new domains.",,,S,"['NP', 'ADVP', 'VBZ', 'PP', '.']",The success,0.0,0.0,11.0,0.0,11.0,relies,0.0,76.0,82.0,76.0,82.0,"['The', 'success']",['relies'],,,,,,,,,,relies,relies,['The success of traditional template - based or statistical models typically'],[],0,76,83,76,83,,,,,https://www.semanticscholar.org/paper/Few-shot-Natural-Language-Generation-for-Dialog-Peng-Zhu/080872cc51dffa3b72d3870f968fc296d33922a7,3,Abstract,1,"The success of traditional template-based or statistical models typically relies on heavily annotated data, which is infeasible for new domains.","['The', 'success', 'of', 'traditional', 'template-based', 'or', 'statistical', 'models', 'typically', 'relies', 'on', 'heavily', 'annotated', 'data,', 'which', 'is', 'infeasible', 'for', 'new', 'domains.']",,,
27,"Therefore, it is pivotal for an NLG system to generalize well with limited labelled data in real applications.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",it,0.0,12.0,14.0,12.0,14.0,is,0.0,15.0,17.0,15.0,17.0,['it'],['is'],,,,,,,,,,pivotal,is pivotal,"['Therefore', ',', 'it']",['.'],0,15,26,15,26,,,,,https://www.semanticscholar.org/paper/Few-shot-Natural-Language-Generation-for-Dialog-Peng-Zhu/080872cc51dffa3b72d3870f968fc296d33922a7,3,Abstract,2,"Therefore, it is pivotal for an NLG system to generalize well with limited labelled data in real applications.","['Therefore,', 'it', 'is', 'pivotal', 'for', 'an', 'NLG', 'system', 'to', 'generalize', 'well', 'with', 'limited', 'labelled', 'data', 'in', 'real', 'applications.']",,,
28,"To this end, we present FewShotWoz, the first NLG benchmark to simulate the few-shot learning setting in task-oriented dialog systems.",,,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,14.0,16.0,14.0,16.0,present,0.0,17.0,24.0,17.0,24.0,['we'],['present'],,,,,,,,,,present,present,"['we', 'To this end ,']","['FewShotWoz the first NLG benchmark', ',']",0,17,25,17,25,,,,,https://www.semanticscholar.org/paper/Few-shot-Natural-Language-Generation-for-Dialog-Peng-Zhu/080872cc51dffa3b72d3870f968fc296d33922a7,3,Abstract,3,"To this end, we present FewShotWoz, the first NLG benchmark to simulate the few-shot learning setting in task-oriented dialog systems.","['To', 'this', 'end,', 'we', 'present', 'FewShotWoz,', 'the', 'first', 'NLG', 'benchmark', 'to', 'simulate', 'the', 'few-shot', 'learning', 'setting', 'in', 'task-oriented', 'dialog', 'systems.']",,,
29,"Further , we develop",the SC - GPT model,.,S,"['ADVP', ',', 'NP', 'VP', '.']",we,0.0,10.0,12.0,10.0,12.0,develop,0.0,13.0,20.0,13.0,20.0,['we'],['develop'],develop,"[',', 'we']",['the SC - GPT model'],-1.0,0.0,13.0,21.0,13.0,21.0,develop,develop,"[',', 'we']",['the SC - GPT model'],0,13,21,13,21,,,"['NOUN', 'VERB']","['model', 'develop']",https://www.semanticscholar.org/paper/Few-shot-Natural-Language-Generation-for-Dialog-Peng-Zhu/080872cc51dffa3b72d3870f968fc296d33922a7,3,Abstract,4,"Further, we develop the SC-GPT model.","['Further', ',', 'we', 'develop', 'the', 'SC', '-', 'GPT', 'model', '.']","(4, 9)","(20, 38)",9.0
30,,It,"is pre - trained on a large set of annotated NLG corpus to acquire the controllable generation ability , and fine - tuned with only a few domain - specific labels to adapt to new domains .",S,"['NP', 'VP', '.']",It,1.0,0.0,2.0,0.0,2.0,is pre - trained and tuned,2.0,3.0,124.0,0.0,121.0,['It'],"['is', 'pre', '-', 'trained', 'tuned']",is pre,['It'],"['trained on a large set of annotated NLG corpus to acquire the controllable generation ability , and fine - tuned with only a few domain - specific labels to adapt to new domains']",1.0,2.0,3.0,10.0,0.0,7.0,pre,is pre,['It'],"['trained on a large set of annotated NLG corpus to acquire the controllable generation ability , and fine - tuned with only a few domain - specific labels to adapt to new domains']",2,3,10,0,7,is,is,"['PRON', 'VERB']","['It', 'pre']",https://www.semanticscholar.org/paper/Few-shot-Natural-Language-Generation-for-Dialog-Peng-Zhu/080872cc51dffa3b72d3870f968fc296d33922a7,3,Abstract,5,"It is pre-trained on a large set of annotated NLG corpus to acquire the controllable generation ability, and fine-tuned with only a few domain-specific labels to adapt to new domains.","['It', 'is', 'pre', '-', 'trained', 'on', 'a', 'large', 'set', 'of', 'annotated', 'NLG', 'corpus', 'to', 'acquire', 'the', 'controllable', 'generation', 'ability', ',', 'and', 'fine', '-', 'tuned', 'with', 'only', 'a', 'few', 'domain', '-', 'specific', 'labels', 'to', 'adapt', 'to', 'new', 'domains', '.']","(0, 1)","(0, 2)",-1.0
31,Experiments on FewShotWoz and the large Multi - Domain - WOZ datasets show that,the proposed SC - GPT,"significantly outperforms existing methods , measured by various automatic metrics and human evaluations .",S,"['NP', 'VP', '.']",Experiments,0.0,0.0,11.0,0.0,11.0,show,0.0,70.0,74.0,70.0,74.0,['Experiments'],['show'],show,"['Experiments on FewShotWoz and', 'the large Multi - Domain - WOZ datasets', 'that the proposed SC - GPT significantly outperforms existing methods , measured by various automatic metrics and human evaluations']",['.'],-1.0,0.0,70.0,75.0,70.0,75.0,show,show,"['Experiments on FewShotWoz and', 'the large Multi - Domain - WOZ datasets', 'that the proposed SC - GPT significantly outperforms existing methods , measured by various automatic metrics and human evaluations']",['.'],0,70,75,70,75,outperforms,significantly,"['PROPN', 'VERB']","['GPT', 'show']",https://www.semanticscholar.org/paper/Few-shot-Natural-Language-Generation-for-Dialog-Peng-Zhu/080872cc51dffa3b72d3870f968fc296d33922a7,3,Abstract,6,"Experiments on FewShotWoz and the large Multi-Domain-WOZ datasets show that the proposed SC-GPT significantly outperforms existing methods, measured by various automatic metrics and human evaluations.","['Experiments', 'on', 'FewShotWoz', 'and', 'the', 'large', 'Multi', '-', 'Domain', '-', 'WOZ', 'datasets', 'show', 'that', 'the', 'proposed', 'SC', '-', 'GPT', 'significantly', 'outperforms', 'existing', 'methods', ',', 'measured', 'by', 'various', 'automatic', 'metrics', 'and', 'human', 'evaluations', '.']","(14, 19)","(79, 100)",18.0
32,Few-shot Natural Language Generation for Task-Oriented Dialog.,,,NP,"['NP', 'HYPH', 'NP', 'PP', 'HYPH', 'NP', '.']",Few shot Natural Language Generation Dialog,0.0,0.0,65.0,0.0,65.0,,,,,,,"['Few', 'shot', 'Natural', 'Language', 'Generation', 'Dialog']",[],,,,,,,,,,shot,shot,['Few'],"['Natural', 'Language', 'Generation']",0,6,11,6,11,,,,,https://www.semanticscholar.org/paper/Few-shot-Natural-Language-Generation-for-Dialog-Peng-Zhu/080872cc51dffa3b72d3870f968fc296d33922a7,3,Title,0,Few-shot Natural Language Generation for Task-Oriented Dialog.,"['Few-shot', 'Natural', 'Language', 'Generation', 'for', 'Task-Oriented', 'Dialog.']",,,
33,Recent progress in NLP witnessed the development of large-scale pre-trained language models (,GPT,", BERT , XLNet , etc . )",S,"['NP', 'VP']",Recent progress,0.0,0.0,15.0,0.0,15.0,witnessed,0.0,23.0,32.0,23.0,32.0,"['Recent', 'progress']",['witnessed'],witnessed,[],"['the development of large - scale pre - trained language models ( GPT , BERT , XLNet , etc . )']",-1.0,0.0,23.0,33.0,23.0,33.0,Recent,Recent,[],"['progress', 'witnessed the development of large - scale pre - trained language models ( GPT , BERT , XLNet , etc . )']",0,0,7,0,7,,BERT,"['PROPN', 'NOUN', 'ADP']","['GPT', 'models', 'of']",https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,0,"Recent progress in NLP witnessed the development of large-scale pre-trained language models (GPT, BERT, XLNet, etc.)","['Recent', 'progress', 'in', 'NLP', 'witnessed', 'the', 'development', 'of', 'large-scale', 'pre-trained', 'language', 'models', '(', 'GPT', ',', 'BERT', ',', 'XLNet', ',', 'etc', '.', ')']","(13, 14)","(93, 96)",0.0
34,based on Transformer (Vaswani et al.,,,NP,"['VBN', 'PP', '.']",,,,,,,based,0.0,0.0,5.0,0.0,5.0,[],['based'],,,,,,,,,,et,et,"['based on', 'Transformer', '(', 'Vaswani']",['al'],0,31,34,31,34,,,,,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,1,based on Transformer (Vaswani et al.,"['based', 'on', 'Transformer', '(Vaswani', 'et', 'al.']",,,
35,"2017), and in a range of end tasks, such models have achieved state-of-the-art results, approaching human performance.",,,FRAG,"['NP', '-RRB-', ',', 'CC', 'PP', ',', 'NP', 'VP', '.']",such models,0.0,39.0,50.0,39.0,50.0,and have achieved,0.0,9.0,64.0,9.0,64.0,"['such', 'models']","['have', 'achieved']",,,,,,,,,,",",",",['2017 ) and'],[],0,7,9,7,9,,,,,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,2,"2017), and in a range of end tasks, such models have achieved state-of-the-art results, approaching human performance.","['2017),', 'and', 'in', 'a', 'range', 'of', 'end', 'tasks,', 'such', 'models', 'have', 'achieved', 'state-of-the-art', 'results,', 'approaching', 'human', 'performance.']",,,
36,This demonstrates the power of the stacked self-attention architecture when paired with a sufficient number of layers and a large amount of pre-training data.,,,S,"['NP', 'VP', '.']",This,0.0,0.0,4.0,0.0,4.0,demonstrates,0.0,5.0,17.0,5.0,17.0,['This'],['demonstrates'],,,,,,,,,,demonstrates,demonstrates,['This'],['the power of the stacked self - attention architecture when paired with a sufficient number of layers and a large amount of pre - training data'],0,5,18,5,18,,,,,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,3,This demonstrates the power of the stacked self-attention architecture when paired with a sufficient number of layers and a large amount of pre-training data.,"['This', 'demonstrates', 'the', 'power', 'of', 'the', 'stacked', 'self-attention', 'architecture', 'when', 'paired', 'with', 'a', 'sufficient', 'number', 'of', 'layers', 'and', 'a', 'large', 'amount', 'of', 'pre-training', 'data.']",,,
37,"However, on tasks that require complex and long-distance reasoning where surface-level cues are not enough, there is still a large gap between the pre-trained models and human performance.",,,S,"['ADVP', ',', 'PP', 'NP', 'VP', '.']",,,,,,,is,0.0,120.0,122.0,120.0,122.0,[],['is'],,,,,,,,,,enough,are enough,"['However', ', on tasks require complex and long - distance reasoning where surface - level cues', 'that', 'there', 'not']","[',', 'is .', 'still a large gap between the pre - trained models and human performance']",0,97,112,97,112,,,,,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,4,"However, on tasks that require complex and long-distance reasoning where surface-level cues are not enough, there is still a large gap between the pre-trained models and human performance.","['However,', 'on', 'tasks', 'that', 'require', 'complex', 'and', 'long-distance', 'reasoning', 'where', 'surface-level', 'cues', 'are', 'not', 'enough,', 'there', 'is', 'still', 'a', 'large', 'gap', 'between', 'the', 'pre-trained', 'models', 'and', 'human', 'performance.']",,,
38,Strubell et al.,,,NP,"['NNP', 'NNP', 'NNP', '.']",Strubell et al,0.0,0.0,14.0,0.0,14.0,,,,,,,"['Strubell', 'et', 'al']",[],,,,,,,,,,Strubell,Strubell,[],['et al .'],0,0,9,0,9,,,,,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,5,Strubell et al.,"['Strubell', 'et', 'al.']",,,
39,(2018) recently showed that it is possible to inject knowledge of syntactic structure into a model through supervised self-attention.,,,S,"['-LRB-', 'NP', '-RRB-', 'ADVP', 'VP', '.']",,,,,,,showed,0.0,18.0,24.0,18.0,24.0,[],['showed'],,,,,,,,,,showed,showed,['( 2018 ) recently'],[],0,18,25,18,25,,,,,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,6,(2018) recently showed that it is possible to inject knowledge of syntactic structure into a model through supervised self-attention.,"['(2018)', 'recently', 'showed', 'that', 'it', 'is', 'possible', 'to', 'inject', 'knowledge', 'of', 'syntactic', 'structure', 'into', 'a', 'model', 'through', 'supervised', 'self-attention.']",,,
40,"We conjecture that a similar injection of semantic knowledge, in particular, coreference information, into an existing model would improve performance on such complex problems.",,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,conjecture,0.0,3.0,13.0,3.0,13.0,['We'],['conjecture'],,,,,,,,,,conjecture,conjecture,['We'],[],0,3,14,3,14,,,,,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,7,"We conjecture that a similar injection of semantic knowledge, in particular, coreference information, into an existing model would improve performance on such complex problems.","['We', 'conjecture', 'that', 'a', 'similar', 'injection', 'of', 'semantic', 'knowledge,', 'in', 'particular,', 'coreference', 'information,', 'into', 'an', 'existing', 'model', 'would', 'improve', 'performance', 'on', 'such', 'complex', 'problems.']",,,
41,On the LAMBADA (Paperno et al.,,,PP,"['IN', 'NP', '-LRB-', 'NP', '.']",the LAMBADA Paperno et al,0.0,3.0,30.0,3.0,30.0,,,,,,,"['the', 'LAMBADA', 'Paperno', 'et', 'al']",[],,,,,,,,,,et,et,"['the LAMBADA (', 'Paperno']",['al'],0,25,28,25,28,,,,,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,8,On the LAMBADA (Paperno et al.,"['On', 'the', 'LAMBADA', '(Paperno', 'et', 'al.']",,,
42,"2016 ) task , we show that a model trained from scratch with coreference as auxiliary supervision for self-attention outperforms the largest",GPT,"-2 model , setting the new state-of-the-art , while only containing a tiny fraction of parameters compared to GPT-2 .",S,"['NP', ',', 'NP', 'VP', '.']",task we,0.0,7.0,16.0,7.0,16.0,show,0.0,17.0,21.0,17.0,21.0,"['task', 'we']",['show'],show,"[',', 'we', '2016 ) task']",['a model trained from scratch with coreference as auxiliary supervision for self - attention'],-1.0,0.0,17.0,22.0,17.0,22.0,show,show,"[',', 'we', '2016 ) task']",['a model trained from scratch with coreference as auxiliary supervision for self - attention'],0,17,22,17,22,setting,2,"['PROPN', 'NOUN', 'NOUN']","['GPT', 'model', 'outperforms']",https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,9,"2016) task, we show that a model trained from scratch with coreference as auxiliary supervision for self-attention outperforms the largest GPT-2 model, setting the new state-of-the-art, while only containing a tiny fraction of parameters compared to GPT-2.","['2016', ')', 'task', ',', 'we', 'show', 'that', 'a', 'model', 'trained', 'from', 'scratch', 'with', 'coreference', 'as', 'auxiliary', 'supervision', 'for', 'self-attention', 'outperforms', 'the', 'largest', 'GPT', '-2', 'model', ',', 'setting', 'the', 'new', 'state-of-the-art', ',', 'while', 'only', 'containing', 'a', 'tiny', 'fraction', 'of', 'parameters', 'compared', 'to', 'GPT-2', '.']","(22, 23)","(140, 143)",0.0
