,split_0,split_1,split_2,averb,averb-s,averb-o,averb-relation,root,root-full,root-s,root-o,fverb,fword,apos,apos-w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span
40,"We conjecture that a similar injection of semantic knowledge, in particular, coreference information, into an existing model would improve performance on such complex problems.",,,,,,,conjecture,conjecture,[],[],,,,,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,7,"We conjecture that a similar injection of semantic knowledge, in particular, coreference information, into an existing model would improve performance on such complex problems.","['We', 'conjecture', 'that', 'a', 'similar', 'injection', 'of', 'semantic', 'knowledge,', 'in', 'particular,', 'coreference', 'information,', 'into', 'an', 'existing', 'model', 'would', 'improve', 'performance', 'on', 'such', 'complex', 'problems.']",
41,On the LAMBADA (Paperno et al.,,,,,,,et,et,[],[],,,,,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,8,On the LAMBADA (Paperno et al.,"['On', 'the', 'LAMBADA', '(Paperno', 'et', 'al.']",
42,"2016) task, we show that a model trained from scratch with coreference as auxiliary supervision for self-attention outperforms the largest GPT-2 model, setting the new state-of-the-art, while only containing a tiny fraction of parameters compared to GPT-2.",,,,,,,show,show,"[',', 'we']",[],,,,,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,9,"2016) task, we show that a model trained from scratch with coreference as auxiliary supervision for self-attention outperforms the largest GPT-2 model, setting the new state-of-the-art, while only containing a tiny fraction of parameters compared to GPT-2.","['2016)', 'task,', 'we', 'show', 'that', 'a', 'model', 'trained', 'from', 'scratch', 'with', 'coreference', 'as', 'auxiliary', 'supervision', 'for', 'self-attention', 'outperforms', 'the', 'largest', 'GPT-2', 'model,', 'setting', 'the', 'new', 'state-of-the-art,', 'while', 'only', 'containing', 'a', 'tiny', 'fraction', 'of', 'parameters', 'compared', 'to', 'GPT-2.']",
43,"We also conduct a thorough analysis of different variants of model architectures and supervision configurations, suggesting future directions on applying similar techniques to other problems.",,,,,,,conduct,conduct,['We'],['a thorough analysis of different variants of model architectures and supervision configurations'],,,,,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Abstract,10,"We also conduct a thorough analysis of different variants of model architectures and supervision configurations, suggesting future directions on applying similar techniques to other problems.","['We', 'also', 'conduct', 'a', 'thorough', 'analysis', 'of', 'different', 'variants', 'of', 'model', 'architectures', 'and', 'supervision', 'configurations,', 'suggesting', 'future', 'directions', 'on', 'applying', 'similar', 'techniques', 'to', 'other', 'problems.']",
44,Attending to Entities for Better Text Understanding.,,,,,,,Attending,Attending,[],[],,,,,https://www.semanticscholar.org/paper/Attending-to-Entities-for-Better-Text-Understanding-Cheng-Erk/101d1b1872df566088cb31b95b7e78024a484a64,4,Title,0,Attending to Entities for Better Text Understanding.,"['Attending', 'to', 'Entities', 'for', 'Better', 'Text', 'Understanding.']",
45,Recent advances in NLP with language models such as,BERT,", GPT-2, XLNet or XLM, have allowed surpassing human performance on Reading Comprehension tasks on large-scale datasets (e.g.",have allowed,"['Recent advances in NLP with language models such as BERT , GPT-2 , XLNet or XLM ,']",[],1.0,allowed,have allowed,"['Recent advances in NLP with language models such as BERT , GPT-2 , XLNet or XLM ,']",[],have,GPT-2,"['PROPN', 'SCONJ', 'NOUN']","['BERT', 'as', 'models']",https://www.semanticscholar.org/paper/Multilingual-Question-Answering-from-Formatted-Text-Siblini-Pasqual/7c59f949fda5ce94746669b1f8cbf0204b24052f,5,Abstract,0,"Recent advances in NLP with language models such as BERT, GPT-2, XLNet or XLM, have allowed surpassing human performance on Reading Comprehension tasks on large-scale datasets (e.g.","['Recent', 'advances', 'in', 'NLP', 'with', 'language', 'models', 'such', 'as', 'BERT', ',', 'GPT-2,', 'XLNet', 'or', 'XLM,', 'have', 'allowed', 'surpassing', 'human', 'performance', 'on', 'Reading', 'Comprehension', 'tasks', 'on', 'large-scale', 'datasets', '(e.g.']","(9, 10)"
46,"SQuAD), and this opens up many perspectives for Conversational AI.",,,,,,,opens,opens,"['SQuAD )', 'this']",['many perspectives'],,,,,https://www.semanticscholar.org/paper/Multilingual-Question-Answering-from-Formatted-Text-Siblini-Pasqual/7c59f949fda5ce94746669b1f8cbf0204b24052f,5,Abstract,1,"SQuAD), and this opens up many perspectives for Conversational AI.","['SQuAD),', 'and', 'this', 'opens', 'up', 'many', 'perspectives', 'for', 'Conversational', 'AI.']",
47,"However, task-specific datasets are mostly in English which makes it difficult to acknowledge progress in foreign languages.",,,,,,,mostly,are mostly,"['However ,', 'task - specific datasets']",[],,,,,https://www.semanticscholar.org/paper/Multilingual-Question-Answering-from-Formatted-Text-Siblini-Pasqual/7c59f949fda5ce94746669b1f8cbf0204b24052f,5,Abstract,2,"However, task-specific datasets are mostly in English which makes it difficult to acknowledge progress in foreign languages.","['However,', 'task-specific', 'datasets', 'are', 'mostly', 'in', 'English', 'which', 'makes', 'it', 'difficult', 'to', 'acknowledge', 'progress', 'in', 'foreign', 'languages.']",
48,"Fortunately, state-of-the-art models are now being pre-trained on multiple languages (e.g.",,,,,,,pre,are being pre,['Fortunately'],[],,,,,https://www.semanticscholar.org/paper/Multilingual-Question-Answering-from-Formatted-Text-Siblini-Pasqual/7c59f949fda5ce94746669b1f8cbf0204b24052f,5,Abstract,3,"Fortunately, state-of-the-art models are now being pre-trained on multiple languages (e.g.","['Fortunately,', 'state-of-the-art', 'models', 'are', 'now', 'being', 'pre-trained', 'on', 'multiple', 'languages', '(e.g.']",
49,,BERT,was released in a multilingual version managing a hundred languages) and are exhibiting ability for zero-shot transfer from English to others languages on XNLI.,was,['BERT'],[],1.0,was,was,['BERT'],[],was,was,"['PROPN', 'AUX']","['BERT', 'was']",https://www.semanticscholar.org/paper/Multilingual-Question-Answering-from-Formatted-Text-Siblini-Pasqual/7c59f949fda5ce94746669b1f8cbf0204b24052f,5,Abstract,4,BERT was released in a multilingual version managing a hundred languages) and are exhibiting ability for zero-shot transfer from English to others languages on XNLI.,"['BERT', 'was', 'released', 'in', 'a', 'multilingual', 'version', 'managing', 'a', 'hundred', 'languages)', 'and', 'are', 'exhibiting', 'ability', 'for', 'zero-shot', 'transfer', 'from', 'English', 'to', 'others', 'languages', 'on', 'XNLI.']","(0, 1)"
50,"In this paper, we run experiments that show that multilingual",BERT,", trained to solve the complex Question Answering task defined in the English SQuAD dataset, is able to achieve the same task in Japanese and French.",trained,[],[],1.0,experiments,experiments,[],[],trained,trained,"['PROPN', 'VERB', 'ADJ']","['BERT', 'trained', 'able']",https://www.semanticscholar.org/paper/Multilingual-Question-Answering-from-Formatted-Text-Siblini-Pasqual/7c59f949fda5ce94746669b1f8cbf0204b24052f,5,Abstract,5,"In this paper, we run experiments that show that multilingual BERT, trained to solve the complex Question Answering task defined in the English SQuAD dataset, is able to achieve the same task in Japanese and French.","['In', 'this', 'paper,', 'we', 'run', 'experiments', 'that', 'show', 'that', 'multilingual', 'BERT', ',', 'trained', 'to', 'solve', 'the', 'complex', 'Question', 'Answering', 'task', 'defined', 'in', 'the', 'English', 'SQuAD', 'dataset,', 'is', 'able', 'to', 'achieve', 'the', 'same', 'task', 'in', 'Japanese', 'and', 'French.']","(10, 11)"
51,It even outperforms the best published results of a baseline which explicitly combines an English model for Reading Comprehension and a Machine Translation Model for transfer.,,,,,,,combines,combines,[],[],,,,,https://www.semanticscholar.org/paper/Multilingual-Question-Answering-from-Formatted-Text-Siblini-Pasqual/7c59f949fda5ce94746669b1f8cbf0204b24052f,5,Abstract,6,It even outperforms the best published results of a baseline which explicitly combines an English model for Reading Comprehension and a Machine Translation Model for transfer.,"['It', 'even', 'outperforms', 'the', 'best', 'published', 'results', 'of', 'a', 'baseline', 'which', 'explicitly', 'combines', 'an', 'English', 'model', 'for', 'Reading', 'Comprehension', 'and', 'a', 'Machine', 'Translation', 'Model', 'for', 'transfer.']",
52,We run further tests on crafted cross-lingual QA datasets (context in one language and question in another) to provide intuition on the mechanisms that allow,BERT,to transfer the task from one language to another.,transfer,[],[],1.0,tests,tests,[],[],transfer,to,"['PROPN', 'VERB', 'VERB']","['BERT', 'transfer', 'allow']",https://www.semanticscholar.org/paper/Multilingual-Question-Answering-from-Formatted-Text-Siblini-Pasqual/7c59f949fda5ce94746669b1f8cbf0204b24052f,5,Abstract,7,We run further tests on crafted cross-lingual QA datasets (context in one language and question in another) to provide intuition on the mechanisms that allow BERT to transfer the task from one language to another.,"['We', 'run', 'further', 'tests', 'on', 'crafted', 'cross-lingual', 'QA', 'datasets', '(context', 'in', 'one', 'language', 'and', 'question', 'in', 'another)', 'to', 'provide', 'intuition', 'on', 'the', 'mechanisms', 'that', 'allow', 'BERT', 'to', 'transfer', 'the', 'task', 'from', 'one', 'language', 'to', 'another.']","(25, 26)"
53,"Finally, we introduce our application Kate.",,,,,,,introduce,introduce,['we'],['our application'],,,,,https://www.semanticscholar.org/paper/Multilingual-Question-Answering-from-Formatted-Text-Siblini-Pasqual/7c59f949fda5ce94746669b1f8cbf0204b24052f,5,Abstract,8,"Finally, we introduce our application Kate.","['Finally,', 'we', 'introduce', 'our', 'application', 'Kate.']",
54,"Kate is a conversational agent dedicated to HR support for employees that exploits multilingual models to accurately answer to questions, in several languages, directly from information web pages.",,,,,,,agent,is agent,[],[],,,,,https://www.semanticscholar.org/paper/Multilingual-Question-Answering-from-Formatted-Text-Siblini-Pasqual/7c59f949fda5ce94746669b1f8cbf0204b24052f,5,Abstract,9,"Kate is a conversational agent dedicated to HR support for employees that exploits multilingual models to accurately answer to questions, in several languages, directly from information web pages.","['Kate', 'is', 'a', 'conversational', 'agent', 'dedicated', 'to', 'HR', 'support', 'for', 'employees', 'that', 'exploits', 'multilingual', 'models', 'to', 'accurately', 'answer', 'to', 'questions,', 'in', 'several', 'languages,', 'directly', 'from', 'information', 'web', 'pages.']",
55,Multilingual Question Answering from Formatted Text applied to Conversational Agents.,,,,,,,Question,Question,[],[],,,,,https://www.semanticscholar.org/paper/Multilingual-Question-Answering-from-Formatted-Text-Siblini-Pasqual/7c59f949fda5ce94746669b1f8cbf0204b24052f,5,Title,0,Multilingual Question Answering from Formatted Text applied to Conversational Agents.,"['Multilingual', 'Question', 'Answering', 'from', 'Formatted', 'Text', 'applied', 'to', 'Conversational', 'Agents.']",
56,Existing dialog system models require extensive human annotations and are difficult to generalize to different tasks.,,,,,,,difficult,are difficult,['Existing dialog system models require extensive human annotations and'],[],,,,,https://www.semanticscholar.org/paper/Alternating-Recurrent-Dialog-Model-with-Large-scale-Wu-Zhang/ff2541f30507b161316edd879fa65fb80a08d16f,6,Abstract,0,Existing dialog system models require extensive human annotations and are difficult to generalize to different tasks.,"['Existing', 'dialog', 'system', 'models', 'require', 'extensive', 'human', 'annotations', 'and', 'are', 'difficult', 'to', 'generalize', 'to', 'different', 'tasks.']",
57,The recent success of large pre-trained language models such as,BERT,"and GPT-2 (Devlin et al., 2019; Radford et al., 2019) have suggested the effectiveness of incorporating language priors in down-stream NLP tasks.",have suggested,"['The recent success of large pre - trained language models such as BERT and GPT-2 ( Devlin et al . , 2019 ; Radford et al . , 2019 )']",[],1.0,suggested,have suggested,"['The recent success of large pre - trained language models such as BERT and GPT-2 ( Devlin et al . , 2019 ; Radford et al . , 2019 )']",[],et,and,"['PROPN', 'SCONJ', 'ADJ']","['BERT', 'as', 'pre']",https://www.semanticscholar.org/paper/Alternating-Recurrent-Dialog-Model-with-Large-scale-Wu-Zhang/ff2541f30507b161316edd879fa65fb80a08d16f,6,Abstract,1,"The recent success of large pre-trained language models such as BERT and GPT-2 (Devlin et al., 2019; Radford et al., 2019) have suggested the effectiveness of incorporating language priors in down-stream NLP tasks.","['The', 'recent', 'success', 'of', 'large', 'pre-trained', 'language', 'models', 'such', 'as', 'BERT', 'and', 'GPT-2', '(Devlin', 'et', 'al.,', '2019;', 'Radford', 'et', 'al.,', '2019)', 'have', 'suggested', 'the', 'effectiveness', 'of', 'incorporating', 'language', 'priors', 'in', 'down-stream', 'NLP', 'tasks.']","(10, 11)"
58,"However, how much pre-trained language models can help dialog response generation is still under exploration.",,,,,,,is,is,"['However , how much pre - trained language models can help dialog response generation']",[],,,,,https://www.semanticscholar.org/paper/Alternating-Recurrent-Dialog-Model-with-Large-scale-Wu-Zhang/ff2541f30507b161316edd879fa65fb80a08d16f,6,Abstract,2,"However, how much pre-trained language models can help dialog response generation is still under exploration.","['However,', 'how', 'much', 'pre-trained', 'language', 'models', 'can', 'help', 'dialog', 'response', 'generation', 'is', 'still', 'under', 'exploration.']",
